,CAC/FTMIGMI inst_corr,CAC/FTMIGMI hist_corr
168,0.6628574278559028,0.705223599670902
169,0.8258372415234057,0.7174246759495938
170,0.8258372415234057,0.7258994900280821
171,0.8258372415234057,0.7111120311560994
172,0.7389206578467415,0.7062013603665088
173,0.47583839067659806,0.6901250840645382
174,0.7702597117623464,0.6747149416387997
175,0.7298043944051816,0.6596022822728065
176,0.8032491023953039,0.6226951855427874
177,0.5451352538425399,0.5863710964832789
178,0.838925247798379,0.47592455574910575
179,0.6595445290926345,0.5403744224313507
180,0.6595445290926345,0.49029076803727656
181,0.9328118483466935,0.3938349097551158
182,0.9949575746858026,0.3771518594097293
183,0.9949575746858026,0.4015903241019834
184,0.9949575746858026,0.3332607385523675
185,0.9949575746858026,0.3116279546151872
186,0.9949575746858026,0.3613966691362043
187,0.9949575746858026,0.3670306078797016
188,0.6852201718782405,0.46644884866484615
189,0.6734003924934837,0.5375826148919218
190,0.7385793415598902,0.5194164846749119
191,0.1997489156544505,0.5226741318143407
192,0.3479238083491045,0.41967979294212615
193,0.703401831932549,0.44990255775957355
194,0.703401831932549,0.4479459288764471
195,0.765025886242561,0.44255132595510077
196,0.8127615534865694,0.4712114370849898
197,0.8127615534865694,0.4932914720989207
198,0.8127615534865694,0.5313834728670699
199,0.9958750046221576,0.5578310118778094
200,0.9958750046221576,0.5371538964782341
201,0.9958750046221576,0.5355910439796339
202,0.9958750046221576,0.5631235453191267
203,0.9958750046221576,0.5883051480952767
204,0.9958750046221576,0.5905928386132316
205,0.9958750046221576,0.5965553097156548
206,0.9958750046221576,0.5930508965225945
207,0.35109227096542156,0.5315655587777744
208,0.38343815996234115,0.5019382889589868
209,0.38343815996234115,0.5098884608159214
210,0.38343815996234115,0.5041990833683081
211,0.38343815996234115,0.38517483071732406
212,0.9870192531848593,0.48851816848778495
213,0.9870192531848593,0.4914491777721247
214,0.9870192531848593,0.5401338516434893
215,0.9870192531848593,0.565032274500354
216,0.9870192531848593,0.5872839499192077
217,0.9870192531848593,0.5652859908187408
218,0.9870192531848593,0.5281139064570974
219,0.9870192531848593,0.5262492217273793
220,0.9870192531848593,0.49808397422667605
221,0.9870192531848593,0.39727947513998685
222,0.9870192531848593,0.4242466719446444
223,0.7493600055881007,0.3865476598990495
224,0.39602940735340453,0.3833032116586344
225,0.14264245503220102,0.23152717656839744
226,0.49495100309426526,0.2456231686457548
227,0.49495100309426526,0.2091370080488381
228,0.49495100309426526,0.1931019692073112
229,0.49495100309426526,0.30158396195375264
230,0.49495100309426526,0.32380246378056676
231,0.49495100309426526,0.31742488397346436
232,0.49495100309426526,0.2285364616325874
233,0.7271329037286725,0.30402030286268317
234,0.7474654484261939,0.25712639238672647
235,0.8843851760355658,0.13524701792946134
236,0.675658043635179,0.28050750323614343
237,0.7421325001585729,0.24512812190706776
238,0.7421325001585729,0.25600551443276687
239,0.7421325001585729,0.24719720475093812
240,0.7421325001585729,0.251020823474426
241,0.7421325001585729,0.22309140168445138
242,0.7421325001585729,0.21859266240930209
243,0.7421325001585729,0.21654714163393832
244,0.294540148437573,0.21316335566017847
245,0.15784731751778405,0.13601500399439206
246,0.5980479094219331,0.1566877380228688
247,0.6772760919856954,0.2948615922338199
248,0.6582205093140885,0.39098047058379715
249,0.6899168325789597,0.37040699570173397
250,0.9074572846401494,0.4024211752708296
251,0.9047099835095443,0.4341566594197528
252,0.8365852360449884,0.5102680473709157
253,0.5478944682537155,0.5092431559611748
254,-0.051964701434125495,0.41167803728389685
255,0.5942300049553758,0.3881013017436571
256,0.9455857228287741,0.4581764513418264
257,0.8363261405717103,0.507733065151333
258,0.8363261405717103,0.46160790954768693
259,0.8363261405717103,0.4745884361953083
260,0.8363261405717103,0.47833183716500993
261,0.7244133374531133,0.48902325734962
262,0.8778743735342344,0.4947312241063116
263,0.9100557863270063,0.5134767704698909
264,0.9100557863270063,0.5279236660350619
265,0.9100557863270063,0.5550735138549487
266,0.9100557863270063,0.5621106530097216
267,0.9100557863270063,0.6501855390788384
268,0.9100557863270063,0.6480136051241726
269,0.9100557863270063,0.6359885539529875
270,0.9750916352429274,0.6070089921756446
271,0.8469000562983968,0.6008700162936357
272,0.8469000562983968,0.5656804460982595
273,0.9723467305504432,0.574823680226069
274,0.6449793713945504,0.4627851588570957
275,0.8143651375266591,0.4403715173786053
276,0.8143651375266591,0.5923628596508735
277,0.8143651375266591,0.5803604194773407
278,0.8143651375266591,0.5432850151414819
279,0.8143651375266591,0.48003448449328745
280,0.8143651375266591,0.5660717972934036
281,0.8143651375266591,0.5686566051534551
282,0.8143651375266591,0.600451556530679
283,0.8143651375266591,0.622758596140862
284,0.8143651375266591,0.6410314232598034
285,0.8143651375266591,0.6512404829845794
286,0.6310026517180121,0.6923426565482028
287,0.4453297547611792,0.6079004851929951
288,0.6567357671143682,0.5952222234402719
289,0.8286020144820585,0.6804030826641664
290,0.8286020144820585,0.6556499670896978
291,0.8286020144820585,0.6604181983698828
292,0.8286020144820585,0.6714887934902567
293,0.8286020144820585,0.727717560673957
294,0.8286020144820585,0.7324231670741108
295,0.8286020144820585,0.7094897644633866
296,0.8286020144820585,0.7422457549326574
297,0.9978483984107217,0.7819411003734416
298,0.9978483984107217,0.7825759887004586
299,0.9978483984107217,0.7830125115386867
300,0.9719473419208765,0.7949937377175803
301,0.46848752693478746,0.7445621790495964
302,0.5567206684214232,0.7193185499957508
303,0.6086642516014037,0.7089892026669076
304,0.7095967850550333,0.7480852053194331
305,0.7095967850550333,0.7318486480341804
306,0.7095967850550333,0.7386487681584541
307,0.5843313492144643,0.6878278166268057
308,0.948956014139231,0.6323261899965196
309,0.6555572793148814,0.6794041451767355
310,0.46698704675153274,0.6408433291201878
311,0.46698704675153274,0.5617708841821293
312,0.46698704675153274,0.5786002391500796
313,0.46698704675153274,0.5831690090209263
314,0.8796245710428131,0.5795266125732915
315,0.7245895387304072,0.5719067320627605
316,0.7245895387304072,0.5992426538810485
317,0.7245895387304072,0.6063733852406399
318,0.7245895387304072,0.6052283924039344
319,0.7245895387304072,0.5759719967561708
320,0.7245895387304072,0.5849424712115434
321,0.7245895387304072,0.5783877228035295
322,0.7245895387304072,0.5659495946221789
323,0.7245895387304072,0.6341780973442427
324,0.7245895387304072,0.6509828438754393
325,0.7457759560396896,0.7435069154341746
326,0.5264171546752804,0.7087052309283896
327,0.6492246953109525,0.6906546401367891
328,0.6640098794606615,0.688570145030481
329,0.477221059905718,0.6948884456282617
330,0.6213527759978723,0.7806192127440269
331,0.7610337802960764,0.6980214040050288
332,0.547854593521377,0.7005712547548824
333,0.8397655464411714,0.7161241210583019
334,0.8611035027304139,0.7271359875521454
335,0.6700439162261542,0.7243128001124961
336,0.46352586025425774,0.7043581601778096
337,0.4063864800523281,0.6606529507526182
338,0.6184472182178297,0.6683662303675962
339,0.8208285361052873,0.6687326941660233
340,0.5352344708735288,0.5986091712578259
341,0.6294086228630967,0.591184560769783
342,0.6294086228630967,0.5632483779289807
343,0.6294086228630967,0.570677524057625
344,0.6794896921640243,0.6538543396513767
345,0.33457457488068215,0.6329081447201167
346,0.7762424130501412,0.6260930160888144
347,0.8149666931343008,0.5955118448694074
348,0.8149666931343008,0.5867510943976457
349,0.9791595388939772,0.5834357207349473
350,0.9791595388939772,0.5870345532275044
351,0.7887804998426524,0.5890692632652602
352,0.7583060029836103,0.5137593677316077
353,0.8596237085327346,0.5763663739486298
354,0.043432630496473876,0.5692893288101157
355,0.01980324553476286,0.47688730441900856
356,0.412213472780695,0.4739936930460122
357,0.6320856881439211,0.4548460962636355
358,0.8181361391594484,0.4970263447332661
359,0.8181361391594484,0.5312368014091653
360,0.8181361391594484,0.4375564049364138
361,0.8181361391594484,0.420833209484546
362,0.8181361391594484,0.5129640226534999
363,0.9091228338014695,0.4727874302005839
364,0.7311320899997447,0.4895943345403159
