,FTMIGMI/LG30TRUU inst_corr,FTMIGMI/LG30TRUU hist_corr
163,0.7396697562057306,0.5456595440078484
164,0.2903544280541982,0.5176104768120713
165,0.6308733803614078,0.5180113201475626
166,0.6893445674703645,0.5417590691804733
167,0.6893445674703645,0.5421789316682081
168,0.6893445674703645,0.5266084162969726
169,0.6487683915287332,0.5451102494132749
170,0.4900186103198357,0.5088729357665374
171,0.46501992969457273,0.53455612485052
172,0.2508004133343976,0.5144839962051416
173,0.16592068628889547,0.48393766073889644
174,0.5065904743818116,0.39331128408144383
175,0.7792512948337554,0.43963521121056465
176,0.58761374881729,0.46650445182036815
177,0.7950747390649706,0.3966555524542982
178,0.7950747390649706,0.48861959327585375
179,0.7950747390649706,0.48669088545028105
180,0.7950747390649706,0.5138863769848264
181,0.7950747390649706,0.45615353614058207
182,0.8363366347471686,0.4489231586415882
183,0.9692238195622902,0.47596722947431547
184,0.9692238195622902,0.4766653919843282
185,0.5753552918499146,0.5263113495147699
186,0.6887987288261097,0.6521688496544811
187,0.6887987288261097,0.6834305702730062
188,0.10788451035920052,0.65201764851286
189,-0.2056037034973043,0.48506866791195213
190,0.2548331747017849,0.48758415924013215
191,0.8510709914124498,0.44053856706101413
192,0.6570005475664812,0.4263606451135835
193,0.19487817417786304,0.4479751043749271
194,0.0005331609914804794,0.3945718920364289
195,0.38782314956259667,0.4403919666032817
196,0.8680883842680929,0.4475373369639294
197,0.9437822324692464,0.4308132220581863
198,0.810928068130623,0.4451467811946557
199,0.838944804284479,0.45757824164524796
200,0.838944804284479,0.4630676031558348
201,0.88830128606136,0.45971885069773233
202,0.6317334395236478,0.43857774052516857
203,0.5017721787502384,0.445315322320739
204,0.5730720042574307,0.412577385176221
205,0.4883647747661953,0.3801144968746933
206,0.5300043997529841,0.39252925504150005
207,0.5884187948993331,0.31799759605674127
208,0.7643234582865377,0.13290894391063018
209,0.7517604450027014,0.06520312917249016
210,0.7186733876959404,0.10777680623612307
211,0.4963118895106421,0.24911303318080377
212,0.2527958384503047,0.17248290125171042
213,0.7145158013631037,0.172691099058931
214,0.8769536309888701,0.2330784216511798
215,0.9060615697015582,0.2774603392387737
216,0.9060615697015582,0.37257092941985703
217,0.9060615697015582,0.3420951419436263
218,0.9060615697015582,0.32667732476280587
219,0.9060615697015582,0.3264693568962028
220,0.7430668027664505,0.3025368958625917
221,0.8293707812034843,0.3723114463218912
222,0.8293707812034843,0.3855995910490478
223,0.983974210212781,0.465150169293657
224,0.9364049126213743,0.505482759964858
225,0.879003698895965,0.4865062489504797
226,0.879003698895965,0.49469757234975986
227,0.879003698895965,0.583895323296397
228,0.879003698895965,0.5233605723465719
229,0.879003698895965,0.5536346222723926
230,0.879003698895965,0.5322393228720539
231,0.879003698895965,0.5589559516445892
232,0.879003698895965,0.5550453699665648
233,0.47640816912467754,0.5692225958341552
234,-0.09749097974472881,0.5373598965714472
235,0.056379815742955586,0.4089618643142429
236,0.5545173434673588,0.4212168907370851
237,0.674988494601931,0.34385030371747843
238,0.9485893183860372,0.36606727650850807
239,0.9485893183860372,0.38378957710230466
240,0.8476212422130189,0.4024207652573176
241,0.3611241561818581,0.3502532618059445
242,0.3611241561818581,0.28532219918005747
243,0.3611241561818581,0.23510902457047053
244,0.9672535120384574,0.20580270885381166
245,0.3774219737683752,-0.025350616702198733
246,0.5016177263242206,-0.06765772815576603
247,0.4419024614840047,0.018157311635346732
248,0.5389000001880847,0.029722945541193285
249,0.9230019950755618,0.07090741053825579
250,0.9230019950755618,0.1350233785867577
251,0.9888813961896256,0.16460485882074555
252,0.8892120829904339,0.27934685604034637
253,0.8928736748763689,0.28008268231491
254,0.8928736748763689,0.32750510162029595
255,0.8928736748763689,0.3011343454116385
256,0.8928736748763689,0.4417620915735155
257,0.899961762556477,0.558283716102563
258,0.899961762556477,0.5176042857514871
259,0.899961762556477,0.52001202628425
260,0.899961762556477,0.5265808265130996
261,0.5657437111510532,0.5287069877753058
262,0.5928982752327226,0.5662414347914543
263,0.5928982752327226,0.6110096342928567
264,0.5928982752327226,0.6256699879760929
265,0.8253525144735949,0.6332199597025915
266,0.8253525144735949,0.6326128040902358
267,0.8253525144735949,0.6618357836766962
268,0.8253525144735949,0.6826343514639549
269,0.8253525144735949,0.687269706620323
270,0.8253525144735949,0.7356013897810391
271,0.8253525144735949,0.7013365301874585
272,0.8253525144735949,0.6885685337077809
273,0.9105833493618816,0.6953412394689762
274,0.985531825245009,0.6569822419806295
275,0.985531825245009,0.6530308046193174
276,0.985531825245009,0.5692335012399767
277,0.985531825245009,0.5657895554645793
278,0.985531825245009,0.6043200055341946
279,0.9035988224961227,0.6022664784390296
280,0.8383223547136645,0.5426452108591215
281,0.8779585033104719,0.5458735906530625
282,0.8779585033104719,0.5660816407518874
283,0.8779585033104719,0.5466412245071819
284,0.8779585033104719,0.5223604407301888
285,0.8779585033104719,0.5233385376281208
286,0.9642844686214785,0.5113543562983984
287,0.9018784973696511,0.5473779019484627
288,0.9018784973696511,0.5309552259888638
289,0.863040641221868,0.5685829133082356
290,0.7790904662459426,0.5340063432221844
291,0.8994127472597816,0.5410495478234537
292,0.8033453636422715,0.541820110315377
293,0.8033453636422715,0.550456060588111
294,0.8033453636422715,0.5378457311935576
295,0.8033453636422715,0.49482054042684254
296,0.9575983922162895,0.4565977789262305
297,0.9313353145696333,0.4828710337890449
298,0.9313353145696333,0.5426893803498921
299,0.9313353145696333,0.5378271147030099
300,0.9313353145696333,0.6048175054596787
301,0.9313353145696333,0.5949811146766935
302,0.9313353145696333,0.6227360923550369
303,0.7516835412004865,0.5962401793736116
304,0.7319190545785815,0.6176879980393414
305,0.7319190545785815,0.5989161409320325
306,0.7319190545785815,0.6124589802319169
307,0.7319190545785815,0.6209398081569136
308,0.7319190545785815,0.5780580262437752
309,0.7319190545785815,0.5393431986429122
310,0.6520880818401603,0.6018325077823583
311,0.81695167292586,0.5012384716649851
312,0.81695167292586,0.5959655045167129
313,0.81695167292586,0.6014649038269935
314,0.6789502167866042,0.5442038722132269
315,0.6649897691971717,0.5654603297580372
316,0.972104294554456,0.5601109974663109
317,0.972104294554456,0.5611226902167976
318,0.972104294554456,0.5632519129548891
319,0.972104294554456,0.5481618597500206
320,0.972104294554456,0.5629214089880847
321,0.972104294554456,0.5703224182029177
322,0.972104294554456,0.5324309487864841
323,0.972104294554456,0.5415677869831687
324,0.972104294554456,0.5468683400106864
325,0.7494567761482953,0.6842846341385107
326,0.6020953277114452,0.6823913611422604
327,0.6314132109630308,0.692369539657588
328,0.6186792663081639,0.6916553508309125
329,0.5519148056216224,0.6127126513076248
330,0.71824232537104,0.7692456399688135
331,0.9393087390491732,0.7928581724316025
332,0.7048342310915763,0.7825053428479685
333,0.6994111384119922,0.7891939010368249
334,0.756303273563615,0.7887344855263524
335,0.7489285781007079,0.7916623765096045
336,0.1723705469842808,0.801389514521975
337,0.1878545672938756,0.7225314702093788
338,0.30335009310751376,0.73354629101132
339,0.45497107524292085,0.6941219687586928
340,0.9065523439833517,0.6883876756537178
341,0.9065523439833517,0.6858127182317441
342,0.9065523439833517,0.6698487011310976
343,0.9494041414070424,0.6725587425466523
344,0.5485614507745668,0.6777609559679427
345,0.32329547379159296,0.7128855128618545
346,-0.15513664853942916,0.6357401423098925
347,-0.30549351878675673,0.606219831991497
348,0.49375718894641535,0.6083863457882626
349,0.6895701196821024,0.5872745781624098
350,0.8066695429678604,0.5818629912838613
351,0.6671610654503808,0.5656755306952786
352,0.4068542471167596,0.46282714397944497
353,0.7226620448231919,0.42610592559951876
354,0.7665127355995165,0.40287504849609046
355,0.7867158993846669,0.35389243034183315
356,0.7906872962418156,0.36670119568108756
357,0.5853798821187204,0.33523905672503196
358,0.6684701491765781,0.366200731741934
359,0.6684701491765781,0.411348437070347
360,0.6684701491765781,0.3788267144876744
361,0.6684701491765781,0.32733848196641396
362,0.6684701491765781,0.3478371597270564
363,0.8217436242511723,0.3074464150817166
364,0.6891184223171906,0.3632447129336881
