,SPAEREDT/SPX inst_corr,SPAEREDT/SPX hist_corr
170,0.4362883849178728,0.44404982256705783
171,0.763023588100513,0.4927227368429618
172,0.763023588100513,0.4958336305799856
173,0.7898228112630366,0.5137727583055618
174,0.7156952574031104,0.5225312196744493
175,0.4169791348345486,0.5170015205889856
176,0.4867460325555268,0.4996027882371989
177,0.9788019562379262,0.5239442893430911
178,0.9788019562379262,0.5284445112621855
179,0.3388258791377799,0.5107672834837851
180,0.34100247896532654,0.43461648176593304
181,0.13457168131147557,0.6396427921115516
182,-0.006292155926545586,0.6368952139970584
183,0.08620066694100693,0.5920860208871372
184,-0.02576621922186599,0.5466011069656567
185,0.2606460700346799,0.5426393467598513
186,0.5574971753543632,0.5404323773779578
187,0.5574971753543632,0.6318572621902339
188,0.8292423744265429,0.6006012188678228
189,0.07887512721406412,0.6190791040588852
190,0.22376643369171367,0.542022825222233
191,0.7984496459886211,0.5829556477096222
192,0.3365168702218824,0.5494350737637766
193,-0.4754249440689751,0.32173557565863514
194,-0.3775937131297514,0.31685884574862755
195,0.26108563609038604,0.2711555155463989
196,0.9718460996027285,0.2835843520734974
197,0.9567930732447268,0.2556272452205725
198,0.32738934725586255,0.2940578447042204
199,0.5433615746505723,0.25597708477535
200,0.9345715409409436,0.32518804079583863
201,0.05173752853457967,0.3372777445820257
202,-0.5295823372207066,0.21491523184269504
203,-0.17354687725024262,0.22576166048905144
204,-0.1394004694165801,0.18153863721501762
205,0.1231459037091484,0.17903674728945493
206,0.5135802000225311,0.2223217577441481
207,0.5135802000225311,0.2547303901598648
208,0.5135802000225311,0.2524599872606415
209,0.7271508685643673,0.20061197560695632
210,0.8976070083020605,0.2295906035737669
211,0.10645887431018525,0.2279506021254521
212,-0.30319740995166156,0.16508211923429647
213,0.34931057189641584,0.03169982349032926
214,0.7932214257779575,0.06364244722358335
215,0.9928263394608965,0.24189035372619386
216,0.7068587591333134,0.2973417021013233
217,0.23262394204176917,0.29763345378148015
218,-0.0031617068882179534,0.18822721319741073
219,0.15716802586811063,0.2100884654900868
220,0.5090696814573441,0.2472814086203395
221,0.3986996355184236,0.20539022544139388
222,0.17743050851018516,0.10003915660253412
223,0.17879562769756902,0.03617214991854114
224,0.6480525517013253,0.2038901906539222
225,0.6480525517013253,0.18856460742732717
226,0.9125436221475483,0.2547355065536517
227,0.4337439055401671,0.32380126685712296
228,-0.04771783203939182,0.2215149394156497
229,0.24614501028965857,0.14544159161203335
230,0.8083704204821183,0.14030867988027923
231,0.8083704204821183,0.16993832311211474
232,0.9473666327312937,0.10499573715049941
233,0.9473666327312937,0.11357325190507435
234,0.9473666327312937,0.25827883323901757
235,0.5793073119368676,0.259546926516485
236,0.7158682068632273,0.19182486880627134
237,0.7158682068632273,0.28698769813083647
238,0.11000364915610099,0.31687953206897645
239,-0.4432363683375954,0.17419150248728835
240,-0.0008661241171021652,0.22789927194956655
241,-0.016987318056740888,0.23729400899660708
242,-0.604999371207017,0.04529999153523107
243,-0.604999371207017,0.02105806058962083
244,0.11742964659176126,-0.01504415601167129
245,0.11596013799523325,0.035179364954617404
246,0.45021445391791715,-0.0356205190726672
247,0.6542474839499584,-0.0414471443790621
248,0.9711564596269282,-0.011982390337956046
249,0.9711564596269282,-0.0788939444127816
250,0.5868052286414994,-0.0243663948259777
251,0.26608842032486424,-0.05909417469076003
252,0.7131703817452207,-0.05476925589967915
253,0.7725274174393354,-0.059465565145569804
254,0.09291556763337042,-0.03945960044477731
255,-0.2973452483462248,-0.16503500673606641
256,-0.1707780640810597,-0.1524408921276086
257,-0.35235610464439976,-0.1957509455581377
258,-0.3946428360377604,-0.3025790601108613
259,0.8721577952155103,-0.4307928958970301
260,0.44036669806879813,-0.4601616263952653
261,0.1787941592902371,-0.37323044979493564
262,0.3526543697292882,-0.22164884681438338
263,0.10474042068596986,-0.1430556310494928
264,-0.327275641733852,-0.19375617794741395
265,-0.3886396691299681,-0.18962104429019136
266,0.27500938422234233,-0.15987218888720459
267,0.762774997905476,-0.14893029841336866
268,0.762774997905476,-0.1662705385455683
269,0.762774997905476,-0.17610038056514402
270,0.762774997905476,-0.21189705745737342
271,0.8668678864182645,-0.21356806390693864
272,0.4603940217153069,-0.23905791323740785
273,0.7000804104242088,-0.20934284730675964
274,0.5874191187919939,-0.214716436627655
275,0.5567479816553069,-0.27393909650479603
276,0.026645244209121885,-0.2767268175558512
277,0.055410133909041155,-0.2339639603322678
278,0.5497450022126034,-0.20882632032726345
279,0.8459523126820723,-0.06575404548617673
280,0.9291010556554388,-0.030714796525811095
281,0.8506240073140584,0.010596163835348867
282,0.8271148020852568,0.007784063912952645
283,0.8541444229949144,0.09212930239779535
284,0.8541444229949144,0.006930576652555278
285,0.8541444229949144,-0.07950657219430635
286,0.8541444229949144,0.23519361047543647
287,0.7743748826521931,0.21023094016820962
288,0.9807962325304702,0.3515668217847878
289,0.9807962325304702,0.31271314283453694
290,0.8043906648958553,0.3599086272207061
291,0.4282878050794811,0.28142390704844383
292,0.7046799305929828,0.3576308449838319
293,0.7046799305929828,0.37565140088286003
294,0.7046799305929828,0.395007804683714
295,0.8340209594172114,0.3688430324166622
296,0.8340209594172114,0.38763133778905334
297,0.8340209594172114,0.4115357833568403
298,0.8202947976942402,0.43820444865518915
299,0.39217787444330027,0.48382629924209297
300,0.6755238020535335,0.5175498252941495
301,0.6755238020535335,0.4886508941452928
302,0.6755238020535335,0.45481896707509384
303,0.8999470470004656,0.46146417717785715
304,0.5769005382811465,0.439088753634786
305,0.4136822549749482,0.3540217708939037
306,0.4200126872477592,0.29280325524364226
307,0.9510901954068717,0.30967482945219177
308,0.9122335402921266,0.3200549624182461
309,0.8732750967248949,0.31724267390932276
310,0.9078610027997152,0.2212169523686889
311,0.9078610027997152,0.2502455950903575
312,0.6779880862344929,0.20294164337309664
313,-0.01553177796536537,0.20370710581830848
314,0.1826702501887979,0.056116684098061545
315,0.24679201465746414,0.009134266654870401
316,0.3581870888631591,0.08042054509625707
317,0.8798695755614971,0.06893718649265779
318,0.8798695755614971,0.12801346478843798
319,0.6364248140818188,0.1520441628118069
320,0.7930560641251793,0.15330473521142243
321,0.6682623440514709,0.2284034728751673
322,0.5213193928709299,0.21468300395839304
323,0.10655948528678068,0.145988850788413
324,0.47678442340592675,0.12979773167661682
325,0.4596913770234243,0.1230813265821781
326,0.0786411302810582,0.14740295395783415
327,-0.03922887085338591,0.0665170909410453
328,0.5797884795617226,0.0900314773792111
329,0.8546591004640333,0.05822100122203528
330,0.36000012966585837,0.14128607652087694
331,0.4764415310660464,0.34869068728181235
332,0.7172275189938793,0.29176053982084094
333,0.5753067200877866,0.2636098423432814
334,0.7315400381139069,0.39314549549450595
335,0.6563747436567763,0.4078832061910416
336,0.09144606063253127,0.3783477337522764
337,0.19503310427451825,0.4379362210438777
338,0.5571258401651014,0.432880640644951
339,-0.25312163320667197,0.4310253833328082
340,-0.6954704891197249,0.17443424499894208
341,-0.530102970879177,0.0778879390259558
342,0.42685687035157854,0.15026850611305365
343,0.2764125696438148,0.12162761480250998
344,-0.23678119485338814,0.11230947621711734
345,-0.18844450118276768,0.0749253449068735
346,-0.08923085371559682,0.0558685907827862
347,0.5385676757998532,0.06705944200762518
348,0.8061835692759842,0.09150211933739638
349,0.4919361093193558,0.12293227113014578
350,0.7347703854968473,0.19176692683811752
351,0.7347703854968473,0.19230223939642896
352,0.6418936868801663,0.15062941712362304
353,0.13999875804544676,0.0008221861716609308
354,0.09526805057723173,0.04094858807904337
355,-0.015095712107941714,0.055427778756974154
356,-0.2507917986610028,-0.10170515931409056
357,0.05338507547676087,-0.08807962320148104
358,0.07307271342350562,-0.10277558173677984
359,-0.14097116711006702,-0.08883377552021912
360,-0.10541398200289093,-0.11223203998956946
361,0.7990705848749621,-0.12521069801813997
362,0.7310494406240899,0.1509399208104075
363,0.012242088416625394,0.27879807779526966
364,-0.06329117740285589,0.07811012940811572
