,SENSEX/LBEATREU inst_corr,SENSEX/LBEATREU hist_corr
174,0.8860996689927285,0.5103843078575084
175,0.9834484798379128,0.5127827616073155
176,0.9713385597929515,0.5252115347185525
177,0.6881704867335144,0.5118846583563076
178,0.8986219253832884,0.5326406805178192
179,0.8986219253832884,0.4931549919389224
180,0.8986219253832884,0.4859355197783995
181,0.7747491344279994,0.4885172581353772
182,0.3604975861947651,0.45844023611633894
183,0.26000903696051714,0.4697656919214918
184,-0.15974219795350103,0.36117014557097205
185,0.5563802384149777,0.3730985149650052
186,0.8727649748000436,0.4397518561978722
187,0.38914851105440523,0.4195265686245056
188,0.38914851105440523,0.3317085111648622
189,0.38914851105440523,0.32569797478857687
190,0.6784958141510377,0.3869717714576485
191,0.47120372897198887,0.3001905233450682
192,0.44052201990864315,0.3119617403983016
193,0.6772678870732991,0.4382163645183568
194,0.3586542052916108,0.42176448417737
195,0.20247427969223178,0.3812524137963149
196,0.3851003453443755,0.3811704427089183
197,0.3851003453443755,0.452373590742527
198,0.3851003453443755,0.48279031707140463
199,0.6438311944688565,0.4854925924087952
200,0.7947198518519536,0.46157970259892966
201,0.7947198518519536,0.44386530404121516
202,0.5348264034592132,0.45011180969182074
203,0.9617232239521283,0.47036465722700926
204,0.9617232239521283,0.4551606441225675
205,0.7776340538483071,0.42258309982706604
206,0.7171392967510215,0.6090325377810667
207,0.7171392967510215,0.585627679658232
208,0.7171392967510215,0.5699658007355282
209,0.7705655469629157,0.5895811846057809
210,0.7654901728586921,0.523848853133519
211,0.8369500131683958,0.5082118367231526
212,0.8369500131683958,0.5090210186852567
213,0.8369500131683958,0.5380290675732872
214,0.8369500131683958,0.6203879516413138
215,0.8369500131683958,0.6265439435383489
216,0.9600313432348422,0.6355070695757047
217,0.9600313432348422,0.6454349288780877
218,0.9600313432348422,0.6394115474643035
219,0.8813447575682234,0.5351506036108249
220,0.8892592189373987,0.49181488881074703
221,0.8892592189373987,0.5014718329778755
222,0.8892592189373987,0.4014547539472916
223,0.8892592189373987,0.4463836496347993
224,0.909537298754653,0.42311087196451874
225,0.909537298754653,0.33724707574118595
226,0.909537298754653,0.4090109942554727
227,0.909537298754653,0.4157221375688106
228,0.6271018328505951,0.3312536640658208
229,0.7397573315421747,0.35321765268633853
230,0.7397573315421747,0.31251461539658004
231,0.7397573315421747,0.35481764019240414
232,0.7397573315421747,0.3389328664663332
233,0.7397573315421747,0.3853514659279087
234,0.7397573315421747,0.39351796291969415
235,0.7397573315421747,0.40036788303141146
236,0.9775811967658798,0.38595157570765376
237,0.9775811967658798,0.4558886405017642
238,0.9775811967658798,0.4778373951210831
239,0.9775811967658798,0.4119309882464932
240,0.9775811967658798,0.39233455659033245
241,0.9775811967658798,0.4822819829099104
242,0.7877709246892726,0.4235185056843917
243,0.916841888762476,0.4739645656811755
244,0.3227596026616336,0.44385257430812997
245,-0.17043097620487505,0.28328020817278254
246,-0.020934573104044653,0.267766537712419
247,0.6142531951707075,0.23734754818071832
248,0.6142531951707075,0.23618614583874722
249,0.6142531951707075,0.2283620356429144
250,0.6142531951707075,0.2511971174109061
251,0.6142531951707075,0.2618576928303295
252,0.6142531951707075,0.24858521399035888
253,0.6142531951707075,0.265664162626572
254,0.6142531951707075,0.27424147202613225
255,0.6052553408030018,0.2649132971026425
256,0.7823848202014326,0.38119305350526744
257,0.7823848202014326,0.41644184893066033
258,0.8892366796356759,0.4362673926913772
259,0.6548857553255132,0.41332174233841795
260,0.9645569577031586,0.4727911042832267
261,0.6483898956709839,0.4877166342343236
262,0.8303156121589514,0.5394791420613821
263,0.8303156121589514,0.5024272937596072
264,0.8303156121589514,0.5692412128079165
265,0.9584417274011979,0.5130620721349854
266,0.07289968003410213,0.5118231214504065
267,-0.006288246119587068,0.614651094976405
268,0.8421321870657186,0.6408868592920943
269,0.9285424597905494,0.6170710410103747
270,0.7182949106189335,0.6524921482322849
271,0.5897637494603124,0.6216822409012195
272,0.6218430137909782,0.6196780654329077
273,0.6218430137909782,0.6336535067610832
274,0.6218430137909782,0.6321138443125428
275,0.6218430137909782,0.6161045868969559
276,0.7003310295572155,0.5980333791191629
277,0.7003310295572155,0.5891078733446888
278,0.7003310295572155,0.534700937713636
279,0.7003310295572155,0.5275490968038297
280,0.8580809412235464,0.51121633422592
281,0.9014954282614224,0.5065118012589362
282,0.7999506672400928,0.40945318000260333
283,0.32916622038346854,0.3901435956934179
284,0.43464593319116773,0.18850664554374022
285,0.6472842833812661,0.19639950098683326
286,0.6472842833812661,0.04360666492376432
287,0.7292073575351472,0.09839560500515761
288,0.7362967497224646,0.28593493273876186
289,0.8830581672909353,0.32497197864477406
290,0.26209648526463786,0.33552416260373574
291,0.39259986653670426,0.2759452649745155
292,0.7788224919210176,0.2053881431871615
293,0.7788224919210176,0.23742823044777675
294,0.7788224919210176,0.22588563876184206
295,0.65494688443791,0.2545824959829625
296,0.3014658448786076,0.18788682449689334
297,0.8543177174583111,0.3107979338203057
298,0.9622931529815183,0.35848840482905686
299,0.7133013131889266,0.4457156977047986
300,0.7133013131889266,0.40007303757178486
301,0.7133013131889266,0.3938701596067047
302,0.6480591537657536,0.3873283471892016
303,0.8618369134635422,0.48879042032041703
304,0.8618369134635422,0.5263256151494812
305,0.8618369134635422,0.5089251871476451
306,0.8618369134635422,0.550756212774321
307,0.8776619596704117,0.580818102152092
308,0.8690961035792262,0.5805914299700706
309,0.5544651544666432,0.5539025797492766
310,0.5013110437512316,0.5193390250262754
311,0.30586694095443945,0.5271975462125106
312,0.5928668191669475,0.5367685867705136
313,0.585665338713056,0.60482263361433
314,0.8207197463900724,0.5770044736264481
315,0.522653296068977,0.549143154285207
316,0.733097770086907,0.6118437825651426
317,0.8974754125807513,0.6217177175099314
318,0.2679261349218155,0.6417742524178148
319,-0.06314803070963125,0.5749023698329864
320,0.09808605732657744,0.4718485757385735
321,0.5428242455475958,0.48058518834328456
322,0.8101613163540929,0.4597479550971593
323,0.6885225042110787,0.4532899042433438
324,0.963637613916187,0.4545851274246326
325,0.7843996476612104,0.36759340342861097
326,0.9633950104062395,0.3476146307992851
327,0.6800655824973132,0.39621869442648133
328,0.5207120320798899,0.4785898457014201
329,0.3673161368517431,0.47108757109275096
330,0.24339648126511243,0.41433840038482556
331,0.266621251685035,0.41438311519237014
332,0.2151810341313704,0.3595472555167865
333,0.8251411847692935,0.46414826005340454
334,0.8251411847692935,0.5649540470494032
335,0.5869144732265866,0.5144869205590265
336,0.485944337943903,0.5229735980040738
337,0.5207614964269208,0.5336161787497822
338,0.3287421113935942,0.4872594019611652
339,0.11825940457838767,0.4241371801497502
340,0.32950671375325685,0.43253438636326275
341,0.3422887107048654,0.42653938940352204
342,0.3538932214025694,0.4729941294555698
343,0.41149172806576156,0.45995871030438473
344,-0.01040718944018832,0.34731044435195557
345,0.565661298683847,0.35016694240701735
346,0.7716835050646667,0.4368139683684938
347,0.36653118994673933,0.4150685715173981
348,0.667964734976889,0.48213133133467206
349,0.9587168778461215,0.4558925016944818
350,0.9587168778461215,0.4130061716238392
351,0.6268524687432075,0.42460755334943107
352,0.5216506528186565,0.43406744037298095
353,0.6685434660816926,0.43457628107768004
354,0.6685434660816926,0.4954082149325407
355,0.9460541364026213,0.420381468868454
356,0.8089903780392206,0.32684486801288204
357,0.5530863638452126,0.34655665548746095
358,0.9207752284882931,0.3282498022858838
359,0.6062752450042457,0.36157855411726736
360,0.25623063673393764,0.3190098077351247
361,0.8614455650263383,0.3887710956561257
362,0.8614455650263383,0.3477431551359164
363,0.8910137771525714,0.37199558024376483
364,0.8910137771525714,0.39348589835405995
