,CAC/XNBI inst_corr,CAC/XNBI hist_corr
170,0.8752521994144288,0.9822440905534174
171,0.8752521994144288,0.9826012541371411
172,0.8752521994144288,0.9824864912568451
173,0.7324717346062404,0.9827674884826868
174,0.8749431169835249,0.9850151723674456
175,0.8749431169835249,0.9824744902424852
176,0.8749431169835249,0.9826591755774151
177,0.8749431169835249,0.9818583921481667
178,0.8749431169835249,0.9788298100381154
179,0.8749431169835249,0.9771081033219532
180,0.8749431169835249,0.9713673354753366
181,0.8749431169835249,0.9648714829597074
182,0.8749431169835249,0.9635050819779556
183,0.8749431169835249,0.9624843581675055
184,0.8749431169835249,0.9599420558422384
185,0.8749431169835249,0.9694011953424424
186,0.8749431169835249,0.9668261341293429
187,0.8749431169835249,0.9674682480213426
188,0.7722815038683686,0.9702558826264303
189,0.9891147357388392,0.9639250571821084
190,0.9891147357388392,0.9648495562049809
191,0.9891147357388392,0.9639971107371064
192,0.9891147357388392,0.9620612882118192
193,0.9891147357388392,0.9634443648381069
194,0.9891147357388392,0.9606503161504147
195,0.9891147357388392,0.957279592484904
196,0.8323693264732347,0.9660693544999426
197,0.9828572811089259,0.9701762750187717
198,0.9828572811089259,0.9728081008561278
199,0.9828572811089259,0.9735923758838491
200,0.9828572811089259,0.9732261791286786
201,0.9828572811089259,0.9735212730106783
202,0.9828572811089259,0.9742081104385785
203,0.9828572811089259,0.9734732977947552
204,0.9828572811089259,0.9737121469701999
205,0.9828572811089259,0.9741832398365861
206,0.9828572811089259,0.9736469925581688
207,0.9828572811089259,0.9695698664499373
208,0.9828572811089259,0.9697123618888029
209,0.9828572811089259,0.9693169590792237
210,0.9828572811089259,0.963980887002313
211,0.9828572811089259,0.9744929736234141
212,0.9828572811089259,0.9726925144752907
213,0.9828572811089259,0.969954471732976
214,0.9828572811089259,0.960942451032477
215,0.9828572811089259,0.9644956705981422
216,0.9828572811089259,0.9537882379166172
217,0.9828572811089259,0.9490656772520719
218,0.9828572811089259,0.9004956935626892
219,0.9828572811089259,0.8842059882918321
220,0.9828572811089259,0.8835877768292523
221,0.9828572811089259,0.8685743604670977
222,0.9828572811089259,0.8503152397736664
223,0.9828572811089259,0.8412569161379652
224,0.9828572811089259,0.8264476715385808
225,0.9828572811089259,0.8259977611066734
226,0.9828572811089259,0.8177411269693964
227,0.9828572811089259,0.8145169505638947
228,0.9828572811089259,0.8103902291388415
229,0.9828572811089259,0.8862951556985983
230,0.9828572811089259,0.8863634721955507
231,0.9828572811089259,0.8866836728863632
232,0.9828572811089259,0.8760720850984584
233,0.9545930956491757,0.901603631888211
234,0.9545930956491757,0.8751719445594276
235,0.9545930956491757,0.896015172182482
236,0.9545930956491757,0.9093373477146385
237,0.9545930956491757,0.9061987953086047
238,0.9545930956491757,0.9095660728019827
239,0.9545930956491757,0.9079682775723158
240,0.9545930956491757,0.9085860919929089
241,0.9545930956491757,0.9025268133920935
242,0.9545930956491757,0.8960389099727742
243,0.9545930956491757,0.8959903055683873
244,0.9545930956491757,0.895464457453431
245,0.9545930956491757,0.9077434774598576
246,0.9545930956491757,0.9061178405340174
247,0.9545930956491757,0.9057541934252156
248,0.9545930956491757,0.9052031371825836
249,0.9545930956491757,0.8875302365533055
250,0.9545930956491757,0.8945183838142237
251,0.9914273190590962,0.9013788011029413
252,0.9048034012575972,0.9278030308789648
253,0.9048034012575972,0.927785184590663
254,0.9048034012575972,0.9332206188661278
255,0.9048034012575972,0.9279050823340173
256,0.9048034012575972,0.9421835152784783
257,0.9048034012575972,0.9438198198967659
258,0.9048034012575972,0.9434999025294782
259,0.9048034012575972,0.9436149296563239
260,0.9048034012575972,0.9466901725930391
261,0.9048034012575972,0.9480639564838528
262,0.9048034012575972,0.9473259782506727
263,0.9048034012575972,0.9498334687489922
264,0.9048034012575972,0.9602706708298543
265,0.9048034012575972,0.9629447029850696
266,0.9048034012575972,0.9628328306396553
267,0.9048034012575972,0.962215939982114
268,0.9048034012575972,0.9713343281760467
269,0.9048034012575972,0.9686036237795181
270,0.9048034012575972,0.9669812043636038
271,0.9048034012575972,0.9762634902956503
272,0.9048034012575972,0.9745415782190571
273,0.9048034012575972,0.9716493758098486
274,0.9048034012575972,0.9589638700423937
275,0.9048034012575972,0.960627627849106
276,0.9048034012575972,0.9591556919604641
277,0.9048034012575972,0.9578015230211278
278,0.9048034012575972,0.955220836751744
279,0.9048034012575972,0.9407204278411354
280,0.9048034012575972,0.9419964824753807
281,0.9048034012575972,0.9351222838054312
282,0.9048034012575972,0.9340542957500619
283,0.9048034012575972,0.9357944942101233
284,0.9048034012575972,0.9335736770996751
285,0.9048034012575972,0.9371193766097791
286,0.9510328251868063,0.9401500955808912
287,0.9510328251868063,0.9280625294323277
288,0.9510328251868063,0.9289330466812379
289,0.9510328251868063,0.9442604746379291
290,0.9510328251868063,0.9477858111484304
291,0.9510328251868063,0.9511877004152176
292,0.9510328251868063,0.9584493341567615
293,0.9510328251868063,0.9591416235569816
294,0.9510328251868063,0.9587515449049046
295,0.9510328251868063,0.9553769212433487
296,0.9510328251868063,0.9592081074617372
297,0.9510328251868063,0.9578748939784999
298,0.9510328251868063,0.9564095630938075
299,0.9510328251868063,0.9518405594881354
300,0.9510328251868063,0.9511108519658353
301,0.9510328251868063,0.9620508988362089
302,0.9510328251868063,0.9609515407783813
303,0.9728691876096023,0.9666573651525754
304,0.8366666912395786,0.9711158156249695
305,0.8366666912395786,0.9636671217041531
306,0.8366666912395786,0.967088767707304
307,0.8366666912395786,0.9660525897279849
308,0.8366666912395786,0.9565682982694079
309,0.8366666912395786,0.9611877867419439
310,0.8366666912395786,0.9612759973710473
311,0.8366666912395786,0.9495549137127033
312,0.8366666912395786,0.9469963368925068
313,0.8366666912395786,0.9480554476542685
314,0.8366666912395786,0.9504830832367882
315,0.8366666912395786,0.9554464036863124
316,0.8366666912395786,0.9519980380615923
317,0.8366666912395786,0.9496280648410459
318,0.8366666912395786,0.9325757222265002
319,0.8366666912395786,0.9245145982155608
320,0.8366666912395786,0.9266022465598508
321,0.8366666912395786,0.934764688309775
322,0.8366666912395786,0.9351299963282932
323,0.8366666912395786,0.9259054730193556
324,0.8366666912395786,0.9296769546214918
325,0.8366666912395786,0.9430017776133462
326,0.765856295629702,0.9369500441139917
327,0.8613655508630537,0.9472258499117946
328,0.8613655508630537,0.9499980303971104
329,0.6843708201871285,0.9635543421849216
330,0.7417009282559817,0.9705274671011755
331,0.7417009282559817,0.9711513533805901
332,0.7417009282559817,0.9681654595416774
333,0.7417009282559817,0.9724406653296319
334,0.7417009282559817,0.9720358673105546
335,0.7417009282559817,0.9721668610874222
336,0.7417009282559817,0.9597641538007619
337,0.9035353998428776,0.9585205764397511
338,0.9149139658693072,0.9593267508757747
339,0.9149139658693072,0.961330731148453
340,0.9149139658693072,0.9571478144930641
341,0.9149139658693072,0.9575193329830378
342,0.9149139658693072,0.9474697669871427
343,0.9149139658693072,0.9459205448562891
344,0.8662978636767001,0.9510745674710368
345,0.8662978636767001,0.9495295220785357
346,0.8662978636767001,0.9489170647209418
347,0.8662978636767001,0.9460417905153319
348,0.8662978636767001,0.9460775541470102
349,0.8662978636767001,0.9503358859689687
350,0.8662978636767001,0.9502055953331777
351,0.8662978636767001,0.9417980278112446
352,0.8662978636767001,0.937371976009895
353,0.8662978636767001,0.9371166720803664
354,0.8662978636767001,0.9400171394982805
355,0.8662978636767001,0.932608022201239
356,0.8662978636767001,0.9318563065451283
357,0.8662978636767001,0.9329575840471895
358,0.8662978636767001,0.9460995908056259
359,0.8662978636767001,0.9452029604579681
360,0.8662978636767001,0.9361673934013057
361,0.8662978636767001,0.9359254852183594
362,0.8662978636767001,0.9479402301114576
363,0.8662978636767001,0.9459784828716115
364,0.8662978636767001,0.9570513611372565
