,FTMIGMI/SHCOMP inst_corr,FTMIGMI/SHCOMP hist_corr
172,0.9291186912177094,0.7557655229270344
173,0.9291186912177094,0.8506244433215062
174,0.9291186912177094,0.798928766458953
175,0.9291186912177094,0.8136922276799928
176,0.9291186912177094,0.7728147583989537
177,0.9291186912177094,0.7593279857266472
178,0.8338960771887878,0.7532444464027952
179,0.45158154143345197,0.7522366919296662
180,0.45158154143345197,0.8266418050537455
181,0.45158154143345197,0.759756123398226
182,0.5534376201934386,0.7468487096069852
183,0.5534376201934386,0.7674184158109073
184,0.5534376201934386,0.7703260522302444
185,0.5534376201934386,0.7638442351728362
186,0.5534376201934386,0.7755334599588438
187,0.5534376201934386,0.7616855091314242
188,0.5534376201934386,0.7429383565146369
189,0.5534376201934386,0.7227221724242037
190,0.5534376201934386,0.7449889906981321
191,0.5534376201934386,0.736060379869094
192,0.5534376201934386,0.7130774993706332
193,0.5534376201934386,0.7117054376693966
194,0.5534376201934386,0.7179802674860518
195,0.5534376201934386,0.6776364111361379
196,0.5534376201934386,0.6973755636600555
197,0.5534376201934386,0.7098298727473129
198,0.5534376201934386,0.757612498110645
199,0.802933913008933,0.7359591442815612
200,0.5338796058050163,0.6652144141555443
201,0.6038070385700908,0.6550438158645238
202,0.7324496921112584,0.48171727378692386
203,0.7324496921112584,0.524174097215972
204,0.9812956635325618,0.5158027394915894
205,0.7336193616686468,0.37720837821528824
206,0.7336193616686468,0.3404566716939428
207,0.7336193616686468,0.3558188908897087
208,0.7336193616686468,0.36784261222307163
209,0.7336193616686468,0.3813323775525213
210,0.7336193616686468,0.3960070667572978
211,0.7336193616686468,0.3703217468779842
212,0.7336193616686468,0.30166807586466454
213,0.44870736484662954,0.21335164993128272
214,0.7985112731111176,0.20199255427770432
215,0.995401454387565,0.2049091852075544
216,0.995401454387565,0.1291315073367438
217,0.995401454387565,0.16100924587037949
218,0.995401454387565,0.1120337953710286
219,0.995401454387565,0.13178638009072582
220,0.995401454387565,-0.009884209367825369
221,0.995401454387565,-0.03502323020432447
222,0.995401454387565,0.0038907950959784837
223,0.574451375777159,0.004244114633164456
224,0.574451375777159,0.2563778723645207
225,0.574451375777159,0.3262573847744158
226,0.7524833735297097,0.2680130139701278
227,0.7524833735297097,0.3587138414957703
228,0.7524833735297097,0.33976581469920447
229,0.7524833735297097,0.33371395674170756
230,0.7524833735297097,0.3278618974889361
231,0.7524833735297097,0.392986722084509
232,0.7524833735297097,0.3579665707600866
233,0.7524833735297097,0.37712738063230355
234,0.7524833735297097,0.3762339315279022
235,0.8811065543515474,0.4904438927372746
236,0.44648634997366965,0.5282214936261432
237,0.9519963533117993,0.7060470021919691
238,0.9519963533117993,0.767066739050887
239,0.9519963533117993,0.7860681139489196
240,0.9519963533117993,0.79244936445484
241,0.9519963533117993,0.7836391298293748
242,0.9442552621656582,0.78727400534466
243,0.9442552621656582,0.7885374861354525
244,0.9529332050653673,0.7870905189370928
245,0.9840506629339473,0.8367728801576271
246,0.9840506629339473,0.8264554461739374
247,0.9840506629339473,0.8218713615144987
248,0.9840506629339473,0.8443410560768466
249,0.9840506629339473,0.8418771933266891
250,0.929183445697646,0.8632706365061747
251,0.929183445697646,0.8836535207163174
252,0.929183445697646,0.8825484946888499
253,0.929183445697646,0.8832853923865938
254,0.929183445697646,0.8788873493195167
255,0.929183445697646,0.8751821734422431
256,0.929183445697646,0.8761434478773156
257,0.929183445697646,0.8841655615326182
258,0.929183445697646,0.8903038339035955
259,0.929183445697646,0.8459749588199638
260,0.929183445697646,0.8537747765852395
261,0.929183445697646,0.8317083342446454
262,0.929183445697646,0.8439198592062851
263,0.929183445697646,0.8307007203157074
264,0.929183445697646,0.8241623229759547
265,0.929183445697646,0.8290348864761216
266,0.929183445697646,0.8225351699256014
267,0.929183445697646,0.8012239219702023
268,0.6024967104261564,0.7377268564005173
269,0.8305385013477993,0.7780662907358801
270,0.8305385013477993,0.7360072937283219
271,0.9295229540489057,0.7385199918394499
272,0.9295229540489057,0.7423242944756334
273,0.9295229540489057,0.6802384474456629
274,0.5151163301667021,0.6379957069837638
275,0.7705626908255659,0.5273696801604267
276,0.9648785587485128,0.4661231309343888
277,0.6132031216823677,0.4774745349865595
278,0.9472121119588246,0.5452645527034784
279,0.9472121119588246,0.550029405072387
280,0.9472121119588246,0.5221345746542801
281,0.9472121119588246,0.546307336758515
282,0.9472121119588246,0.5403795841254027
283,0.9472121119588246,0.5262512493604878
284,0.9472121119588246,0.4765518561772395
285,0.9196910973158874,0.48458673007261027
286,0.9196910973158874,0.5661394135737567
287,0.9196910973158874,0.5700988943602653
288,0.9196910973158874,0.5695516794102988
289,0.9196910973158874,0.5880520355251705
290,0.9196910973158874,0.6152176366176333
291,0.9794875192593551,0.5554625188781246
292,0.5828464436501665,0.5566195327065211
293,0.9417587895942527,0.6153569768327717
294,0.9417587895942527,0.5904157080677858
295,0.9417587895942527,0.6278467031081265
296,0.9417587895942527,0.6851400967335434
297,0.9417587895942527,0.7230383846301531
298,0.9417587895942527,0.7615715184600815
299,0.9417587895942527,0.7828524580738594
300,0.9351459439580622,0.704784453697042
301,0.9351459439580622,0.724819280992305
302,0.9351459439580622,0.737885851760999
303,0.9351459439580622,0.7392552412113568
304,0.757896293717118,0.7108324777685487
305,0.757896293717118,0.7816608755353719
306,0.757896293717118,0.7909324883277012
307,0.757896293717118,0.7927333093245342
308,0.757896293717118,0.7272638551064794
309,0.7455535035045957,0.7019104765191109
310,0.7770785687821311,0.8300065263007173
311,0.9332641578785924,0.8266140393779687
312,0.43186509479924795,0.8240270149731649
313,0.743422999791536,0.8357578728025427
314,0.743422999791536,0.8359399923317218
315,0.7313367622377577,0.8297103610590641
316,0.4124013909604004,0.7953930240527337
317,0.4259659173056592,0.7903474792999106
318,0.8870628611390481,0.785093159799775
319,0.8932889188744425,0.7564001959824237
320,0.7839756062623936,0.7478958941566145
321,0.8898854228069949,0.7580416714478082
322,0.9143355320883927,0.7651492564947991
323,0.9143355320883927,0.7622012340457781
324,0.5079341939619153,0.7603337372971994
325,0.5079341939619153,0.7419840064557491
326,0.5079341939619153,0.7475198455334295
327,0.9863553901406434,0.7348672920228885
328,0.5832177066067202,0.7222003795192187
329,0.8602517249995684,0.7466673466296277
330,0.8602517249995684,0.7533985181429645
331,0.8602517249995684,0.7603019745523313
332,0.8602517249995684,0.7174816026145551
333,0.8602517249995684,0.7178134490150417
334,0.8091422344400219,0.7320206550586332
335,0.5970517167198717,0.5978725903532934
336,0.7571329774934386,0.6101668771597376
337,0.7571329774934386,0.5877381584357476
338,0.7571329774934386,0.6558911193449891
339,0.7571329774934386,0.6568245168882074
340,0.7571329774934386,0.629821633133087
341,0.7571329774934386,0.6985889793392268
342,0.7571329774934386,0.7185567147479148
343,0.7571329774934386,0.6596090206104048
344,0.7571329774934386,0.6732697007225906
345,0.7571329774934386,0.6700296821976013
346,0.7571329774934386,0.6824517925162422
347,0.7571329774934386,0.6945773758552811
