,NKY/FTMIGMI inst_corr,NKY/FTMIGMI hist_corr
174,0.9571693722944026,0.5818322679123568
175,0.8593612268245131,0.5746653169803868
176,0.8281672942283193,0.5877581363463166
177,0.8874993060241024,0.5739527135127482
178,0.7527175646238198,0.592334981520863
179,0.5785922244699608,0.5852622967645965
180,0.8880187439696378,0.578554011671414
181,0.8880187439696378,0.5934809572201903
182,0.8880187439696378,0.6577254093637835
183,0.8880187439696378,0.6614243893470801
184,0.8880187439696378,0.6357993429955761
185,0.8250956822537465,0.484395932748513
186,0.9119158292786793,0.5168227342992138
187,0.9119158292786793,0.5739523389870768
188,0.9119158292786793,0.5038136407475978
189,0.9119158292786793,0.5938007466865465
190,0.9119158292786793,0.6902445456514061
191,0.8242920377580395,0.6772809579958478
192,0.44487820100379205,0.689691409118241
193,0.4385836337723601,0.6313078459897816
194,0.7395452866969885,0.7211512000770631
195,0.9291598020054035,0.7430167561370196
196,0.6171042129004127,0.7099832817382269
197,0.7410477435950872,0.713307465176248
198,0.7410477435950872,0.7111650732487803
199,0.7410477435950872,0.7451284845744066
200,0.7410477435950872,0.7371570385692715
201,0.7410477435950872,0.7423732544600352
202,0.9279674064536207,0.7030958209407739
203,0.9279674064536207,0.7142606637055705
204,0.9279674064536207,0.6925839459725065
205,0.9279674064536207,0.692062998660554
206,0.9279674064536207,0.6822003141518239
207,0.9279674064536207,0.6854598048484387
208,0.9279674064536207,0.6564390487050163
209,0.9279674064536207,0.6379295996805632
210,0.9279674064536207,0.6291140776115384
211,0.9279674064536207,0.6278060734284607
212,0.9279674064536207,0.6499245426979979
213,0.9279674064536207,0.628832874660167
214,0.9279674064536207,0.6396497108179864
215,0.9279674064536207,0.6946020813101359
216,0.9279674064536207,0.5667224684147244
217,0.9279674064536207,0.5774825626967953
218,0.9279674064536207,0.640487988469335
219,0.9279674064536207,0.5359079211791004
220,0.9279674064536207,0.5129805440985028
221,0.9279674064536207,0.5546256179538601
222,0.9279674064536207,0.5683855666157835
223,0.9279674064536207,0.598745275712352
224,0.9279674064536207,0.5798166002125221
225,0.9279674064536207,0.5267666196387862
226,0.9279674064536207,0.5446390034798149
227,0.9279674064536207,0.5506703238036229
228,0.9279674064536207,0.5603636661308363
229,0.6980773942767468,0.5310566941888976
230,0.6343363037465515,0.4997561857678126
231,0.6343363037465515,0.5113071078682286
232,0.6343363037465515,0.5163972708769426
233,0.6343363037465515,0.48118306449849796
234,0.6343363037465515,0.42469247712466524
235,0.6343363037465515,0.3354355042335223
236,0.6343363037465515,0.3303050153301872
237,0.6343363037465515,0.30851779132282975
238,0.6343363037465515,0.38585505478318066
239,0.6343363037465515,0.4649887078782445
240,0.6343363037465515,0.48836408845174684
241,0.6343363037465515,0.4245018553
242,0.9020630400954246,0.5198828313683296
243,0.9020630400954246,0.5178655290997739
244,0.9020630400954246,0.5419751441806101
245,0.9020630400954246,0.5217651739541371
246,0.9020630400954246,0.5539229461540861
247,0.9020630400954246,0.559006371923788
248,0.9020630400954246,0.5328715688793845
249,0.9020630400954246,0.5086818600396774
250,0.9900370336373363,0.5635639668952444
251,0.6520403745542582,0.5284454521495452
252,0.7665392864654386,0.6034575645860654
253,0.9186917971647421,0.7064962191473012
254,0.9830175986891339,0.7300204190856371
255,0.2407647085290923,0.6703510494035496
256,0.23027338305990644,0.5898804781861282
257,0.9036193893142435,0.6635002712040726
258,0.9036193893142435,0.6649345677468869
259,0.9036193893142435,0.657273684551167
260,0.9036193893142435,0.6501273625154336
261,0.5792501425448918,0.5595557781779811
262,0.6929013904034254,0.5328667668556211
263,0.6929013904034254,0.5513307700278799
264,0.6929013904034254,0.47481271966197097
265,0.6929013904034254,0.4556294111534
266,0.6929013904034254,0.47438592823793846
267,0.8877877814745647,0.542300682594391
268,0.8877877814745647,0.5374836572452908
269,0.8877877814745647,0.5474224636340618
270,0.8877877814745647,0.5630927851267487
271,0.8877877814745647,0.5801696405825332
272,0.8877877814745647,0.5608845474572252
273,0.8877877814745647,0.5929708049985185
274,0.8877877814745647,0.5842509141193889
275,0.6035882227472796,0.4747177165094128
276,0.9445956087340931,0.4238262528453581
277,0.9445956087340931,0.5013251546413406
278,0.9445956087340931,0.5539152628316482
279,0.9445956087340931,0.5288521133193299
280,0.9445956087340931,0.5317192926871583
281,0.9445956087340931,0.551641938200284
282,0.9445956087340931,0.5546570895782308
283,0.9445956087340931,0.6375996272108009
284,0.9445956087340931,0.6166573139928587
285,0.9445956087340931,0.6043288206349676
286,0.9445956087340931,0.6043437405331831
287,0.9445956087340931,0.6227033059373981
288,0.9445956087340931,0.6158116516133593
289,0.9445956087340931,0.5687433573305318
290,0.7839841091358605,0.6418525549816632
291,0.730972821625967,0.6971787514482164
292,0.6707184310653426,0.5978258469276647
293,0.6220939065323351,0.5883267340301772
294,0.6220939065323351,0.601145829469635
295,0.6220939065323351,0.6088161987956958
296,0.6220939065323351,0.5715863902381952
297,0.6220939065323351,0.590470038041869
298,0.6220939065323351,0.6363799546425261
299,0.6220939065323351,0.6262004677667572
300,0.6220939065323351,0.6211619106126098
301,0.6220939065323351,0.6397982582679237
302,0.6220939065323351,0.635901458796284
303,0.6220939065323351,0.6432967265072268
304,0.6220939065323351,0.6231074451533556
305,0.6220939065323351,0.6330985048234784
306,0.6220939065323351,0.6079668410866236
307,0.6220939065323351,0.6125377703216287
308,0.6220939065323351,0.6164277982921895
309,0.6220939065323351,0.5987370401246939
310,0.6088858902349776,0.5494786539943729
311,0.3721006400435905,0.5209387638560385
312,0.3212836968398046,0.40386421607050915
313,0.3212836968398046,0.24880655077534658
314,0.3212836968398046,0.38708795365642856
315,0.6211611779306424,0.3684192596549449
316,0.23734452332374317,0.24418450463077557
317,0.5496395419016554,0.2949465081726553
318,0.5496395419016554,0.34382380932459045
319,0.5496395419016554,0.4017168584127847
320,0.5496395419016554,0.38573007659393
321,0.5496395419016554,0.3853087851230422
322,0.4197624670465304,0.3039312284013301
323,0.7169636874812203,0.21357865505597917
324,0.7169636874812203,0.21610973740891648
325,0.7169636874812203,0.22303972860093596
326,0.8303146548790071,0.1903493657585707
327,0.8315770679229193,0.27079360039057104
328,0.40595057034873033,0.2792622232134062
329,0.680757148459729,0.29137298471329964
330,0.5768088076176786,0.24759543862825337
331,0.7166620953322317,0.5466563456687584
332,0.7646326940778189,0.5428409036257698
333,0.8011312759687123,0.5618003350463691
334,0.8268846855514758,0.6260006437425886
335,0.7570771932947289,0.6138350438205641
336,0.6591782859513307,0.6102132245399574
337,0.6591782859513307,0.5847576736071105
338,0.8499784700952386,0.6403844634221467
339,0.7710252073175845,0.6694823740785045
340,0.4023163364801917,0.6555963604755093
341,0.4216057068281269,0.552179468711051
342,0.7972004920684891,0.5631929734755292
343,0.7972004920684891,0.5523088484482144
344,0.7972004920684891,0.581247675866254
345,0.5759142808319386,0.6522665762680941
346,0.3246158518342997,0.5964722307085342
347,0.6862652284357773,0.6756271535379385
348,0.8500901100868721,0.675892305340041
349,0.8047563625607858,0.6968064731784281
350,0.33234831934104403,0.6944034931927165
351,0.48755805324291585,0.6503297429686554
352,0.6866019703462465,0.6626179507815549
353,0.28765189608134945,0.5558607403990709
354,0.45456338989001926,0.5600352666029471
355,0.9676606446237382,0.5473547634462561
356,0.8489204670261058,0.5087911200087694
357,0.6333206268609095,0.5151257544435214
358,0.6333206268609095,0.5110012019948985
359,0.6333206268609095,0.5231362264854862
360,0.6333206268609095,0.5175307552491123
361,0.6333206268609095,0.43065222164770606
362,0.6333206268609095,0.4457102670333823
363,0.6333206268609095,0.47142001016645413
364,0.6333206268609095,0.4783112192594838
