,LGER/CAC inst_corr,LGER/CAC hist_corr
168,0.8786323781575122,0.9331465257475106
169,0.8786323781575122,0.931991514562104
170,0.8786323781575122,0.9362225684017389
171,0.8786323781575122,0.9369526770524963
172,0.8786323781575122,0.9370781042118472
173,0.6692690658591764,0.9319969872835258
174,0.8487210990931279,0.9375267486151658
175,0.8487210990931279,0.940950605290776
176,0.8487210990931279,0.937044596236903
177,0.8487210990931279,0.9394493632089524
178,0.9791279506135008,0.9297321340591662
179,0.9791279506135008,0.9212527258870472
180,0.9791279506135008,0.8946615486898718
181,0.9791279506135008,0.8846789047045971
182,0.9791279506135008,0.8706316129490869
183,0.9791279506135008,0.8688941626905493
184,0.9791279506135008,0.8609645472197026
185,0.9791279506135008,0.9007574475044273
186,0.9791279506135008,0.9017505652791209
187,0.9791279506135008,0.8967332321958674
188,0.7729715408885722,0.9051397505589133
189,0.8754672579428784,0.9181089161978258
190,0.8754672579428784,0.9194648638751919
191,0.8754672579428784,0.9252583039397919
192,0.8754672579428784,0.9187837213753197
193,0.8754672579428784,0.9239838727069968
194,0.8754672579428784,0.9216689038513349
195,0.8754672579428784,0.9215361279319013
196,0.8324780101819615,0.9334724924196612
197,0.9842261973354108,0.9394713826664522
198,0.9842261973354108,0.9400957695027163
199,0.9842261973354108,0.948422741936159
200,0.9842261973354108,0.9543366455313299
201,0.9842261973354108,0.9579772985959555
202,0.9842261973354108,0.9623215986084863
203,0.9842261973354108,0.9677485584787912
204,0.9842261973354108,0.9655232622846645
205,0.9842261973354108,0.9590356508669575
206,0.9842261973354108,0.9560245586998879
207,0.9842261973354108,0.9457517103766251
208,0.9842261973354108,0.9438076921306536
209,0.9842261973354108,0.9481344143153098
210,0.9842261973354108,0.9447531413855715
211,0.9842261973354108,0.93641170245489
212,0.9842261973354108,0.9335714109044315
213,0.9842261973354108,0.9285752641970768
214,0.9842261973354108,0.8775276615676374
215,0.9842261973354108,0.8883824869344366
216,0.9842261973354108,0.8755071546439132
217,0.9842261973354108,0.8653951997224462
218,0.9842261973354108,0.790155917631295
219,0.9842261973354108,0.7695946280982876
220,0.9842261973354108,0.7696224162076578
221,0.9842261973354108,0.7519996563126395
222,0.9842261973354108,0.7254851287389711
223,0.9842261973354108,0.7065926720586146
224,0.9842261973354108,0.7102299006405739
225,0.9842261973354108,0.7144770372228658
226,0.9842261973354108,0.6993731339925483
227,0.9842261973354108,0.7043908831969292
228,0.9842261973354108,0.6712334695581755
229,0.9842261973354108,0.7792370786818771
230,0.9842261973354108,0.7888663154718076
231,0.9842261973354108,0.7610284071620294
232,0.9842261973354108,0.7559240005590214
233,0.9448185147646249,0.8004916040664267
234,0.9448185147646249,0.7463663045667629
235,0.9448185147646249,0.767764332128062
236,0.9448185147646249,0.8062646985078219
237,0.9448185147646249,0.7999113220952996
238,0.9448185147646249,0.7928179216526564
239,0.9448185147646249,0.785035714145437
240,0.9448185147646249,0.784625892115559
241,0.9448185147646249,0.7784129052310291
242,0.9448185147646249,0.7859149082379282
243,0.9448185147646249,0.7777253615437247
244,0.9448185147646249,0.7751067817402348
245,0.9448185147646249,0.8232639553173144
246,0.9448185147646249,0.8275393259482628
247,0.9448185147646249,0.8345840085103319
248,0.8827879414939392,0.8567108501481188
249,0.8827879414939392,0.859928547114845
250,0.8827879414939392,0.8724825791917646
251,0.9271453412427985,0.8336103143943898
252,0.8481203041487769,0.877661420318019
253,0.8481203041487769,0.8865711897572129
254,0.8481203041487769,0.8925934998887985
255,0.8481203041487769,0.8885798656157569
256,0.8481203041487769,0.9249651015961478
257,0.8481203041487769,0.9295792136611636
258,0.8481203041487769,0.9334870401305377
259,0.8481203041487769,0.9313393482405692
260,0.8481203041487769,0.9394638460525919
261,0.8481203041487769,0.9443914924731276
262,0.8481203041487769,0.9450632276033677
263,0.8481203041487769,0.9480561024689879
264,0.8481203041487769,0.9513326581281025
265,0.8481203041487769,0.9543748611336017
266,0.8481203041487769,0.9589187967996058
267,0.8481203041487769,0.9449843957649798
268,0.8481203041487769,0.9385137176064927
269,0.8481203041487769,0.9358573742863331
270,0.8481203041487769,0.932210103813473
271,0.8481203041487769,0.9348290918642281
272,0.8481203041487769,0.9261422762592643
273,0.8481203041487769,0.9487351688023381
274,0.8481203041487769,0.9148749422071941
275,0.8481203041487769,0.9143303363384075
276,0.8481203041487769,0.9092537464999971
277,0.8481203041487769,0.8994371425585396
278,0.8481203041487769,0.886715538311535
279,0.8481203041487769,0.8919566814578824
280,0.8481203041487769,0.8937173168484216
281,0.8481203041487769,0.8945657893188885
282,0.8481203041487769,0.8872897729220928
283,0.8481203041487769,0.8776405986969481
284,0.8481203041487769,0.8710363583091858
285,0.8481203041487769,0.8625631884922624
286,0.8971362665445033,0.8797318047249507
287,0.8971362665445033,0.8794698841173632
288,0.8971362665445033,0.8769554555172707
289,0.8971362665445033,0.8929071263539187
290,0.8971362665445033,0.8987439425163904
291,0.8971362665445033,0.8977168481021656
292,0.8971362665445033,0.9003298660442994
293,0.8971362665445033,0.9063148098387707
294,0.8971362665445033,0.9107731674610324
295,0.8971362665445033,0.9019544746442238
296,0.8971362665445033,0.9118809216137848
297,0.8971362665445033,0.9200204558949746
298,0.8971362665445033,0.9185189780224723
299,0.8971362665445033,0.9183082362962248
300,0.8971362665445033,0.9236622379097597
301,0.8971362665445033,0.9231616656503574
302,0.8971362665445033,0.9314172446452527
303,0.9181093663976487,0.9377960575536802
304,0.8355413470081507,0.9442608006068339
305,0.8355413470081507,0.9419919033811931
306,0.8355413470081507,0.9453103187258698
307,0.8355413470081507,0.9520671774194067
308,0.8355413470081507,0.9416211077713036
309,0.8355413470081507,0.9529843312819244
310,0.8355413470081507,0.9494896588578395
311,0.8355413470081507,0.9354561045441978
312,0.8355413470081507,0.9322616463128485
313,0.8355413470081507,0.9286220507908827
314,0.8355413470081507,0.9349133059449453
315,0.8355413470081507,0.9393780558914194
316,0.8355413470081507,0.9424636234445092
317,0.8355413470081507,0.9394349736872932
318,0.8355413470081507,0.9375572175317347
319,0.8355413470081507,0.9307435138540512
320,0.8355413470081507,0.9326558709605529
321,0.8355413470081507,0.9235720651564673
322,0.8355413470081507,0.9060301829659634
323,0.8355413470081507,0.8971826582556569
324,0.8355413470081507,0.893515834935727
325,0.8355413470081507,0.8218340302906312
326,0.8024281457946097,0.7974449952065659
327,0.9173406993669497,0.8301277317509533
328,0.9173406993669497,0.8315539597310687
329,0.704882501446271,0.8854645646007695
330,0.7877281711584446,0.9033519476364077
331,0.7877281711584446,0.9015100157442794
332,0.7877281711584446,0.8851054962444865
333,0.7877281711584446,0.8986950938355459
334,0.7877281711584446,0.9006813234520238
335,0.7877281711584446,0.8953036485436229
336,0.7877281711584446,0.8889732804506981
337,0.8540625017547663,0.8779068742581427
338,0.8316835312789093,0.8783477907178938
339,0.8316835312789093,0.8756450494996245
340,0.8316835312789093,0.8842893491928739
341,0.8316835312789093,0.8875374709693522
342,0.8316835312789093,0.8832821335294115
343,0.8316835312789093,0.8907957101621278
344,0.9391355324416314,0.9001916543356805
345,0.9391355324416314,0.8990234796959287
346,0.9391355324416314,0.9031598845037476
347,0.9391355324416314,0.9218120791646355
348,0.9391355324416314,0.9184637072203509
349,0.9391355324416314,0.9179105996481074
350,0.9391355324416314,0.9160779924561812
351,0.9391355324416314,0.8955573165238844
352,0.9391355324416314,0.8726442437007491
353,0.9391355324416314,0.8745299482210022
354,0.9391355324416314,0.8894818541963595
355,0.9391355324416314,0.875699592499338
356,0.9391355324416314,0.8750483845958682
357,0.9391355324416314,0.8807133080601268
358,0.9391355324416314,0.8908615654913803
359,0.9391355324416314,0.897909021418606
360,0.9391355324416314,0.8851187100104677
361,0.9391355324416314,0.8873213605052046
362,0.9391355324416314,0.8933123686341345
363,0.9391355324416314,0.8925904227695362
364,0.9391355324416314,0.8987211973224389
