,SPXT/SPX inst_corr,SPXT/SPX hist_corr,SPXT/LG30TRUU inst_corr,SPXT/LG30TRUU hist_corr,SPX/LG30TRUU inst_corr,SPX/LG30TRUU hist_corr
187,0.9229723432849536,0.9999621903493238,0.809752075361252,0.9177817666939295,0.8066792053449902,0.9170791102109738
188,0.9229723432849536,0.9999652275733985,0.809752075361252,0.9110412350366992,0.8066792053449902,0.9101816514614149
189,0.4371718859135688,0.9999651409727841,0.4025442636351633,0.9358428818706352,0.40181224846546076,0.9350216517276984
190,0.6040984352089347,0.9999731846259612,0.6055531076845185,0.9539563549942267,0.6050472848440513,0.9533328256388167
191,0.8979795305703029,0.9999766273500328,0.6055531076845185,0.9613448808538404,0.6050472848440513,0.9607359924882289
192,0.8979795305703029,0.9999813180534108,0.6055531076845185,0.944097001694348,0.6050472848440513,0.9433503994108963
193,0.8979795305703029,0.9999800296991797,0.6055531076845185,0.9079004996070915,0.6050472848440513,0.9074709115247922
194,0.9279889209675957,0.9999778119800832,0.6452829713907805,0.877433648789643,0.6403213144622123,0.8766813938531455
195,0.642706517615598,0.9999793500093024,0.5087601640889706,0.8688316296800994,0.5076537746384767,0.8680930736636117
196,0.642706517615598,0.9999808399017042,0.5087601640889706,0.8831059425797733,0.5076537746384767,0.8823314377958805
197,0.642706517615598,0.9999821799308891,0.5087601640889706,0.8857199323241292,0.5076537746384767,0.8847610836742117
198,0.9360508902249554,0.9999828394956309,0.8462580187415837,0.890221217351733,0.8474047219848967,0.8892862752222599
199,0.6592829024623608,0.9999822611687638,0.6337974976779817,0.8877660593127776,0.6325348845932045,0.8866764964652284
200,0.6592829024623608,0.9999838896462572,0.6337974976779817,0.9003909432524749,0.6325348845932045,0.899393209346367
201,0.6592829024623608,0.9999782460493418,0.6337974976779817,0.9017366222145704,0.6325348845932045,0.900402532127567
202,0.6592829024623608,0.9999834551250363,0.6337974976779817,0.9127320976223566,0.6325348845932045,0.911873069480329
