,TWSE/HSI inst_corr,TWSE/HSI hist_corr
182,0.6333100844543237,0.7989746071890393
183,0.9419175543344919,0.798969509012688
184,0.7210510314252074,0.8008767347115306
185,0.7210510314252074,0.7978148106151878
186,0.7210510314252074,0.8183250236727729
187,0.7210510314252074,0.8224797344325703
188,0.7210510314252074,0.8398055535126492
189,0.7560346697167255,0.8485289977428027
190,0.7560346697167255,0.8555270990150582
191,0.7560346697167255,0.8520923538198574
192,0.7560346697167255,0.8599488925978848
193,0.7560346697167255,0.8585570986787436
194,0.7560346697167255,0.8640463790995715
195,0.7560346697167255,0.8571544369100322
196,0.7560346697167255,0.9232746160931462
197,0.7560346697167255,0.9312683531132941
198,0.5673392361238516,0.9169428370505487
199,0.5673392361238516,0.9232199230898775
200,0.5673392361238516,0.8732031718453495
201,0.8174345210082185,0.8576769897428991
202,0.8174345210082185,0.8750579581240446
203,0.8174345210082185,0.8662377716998843
204,0.8174345210082185,0.8563580249822421
205,0.8174345210082185,0.8493080855235511
206,0.8174345210082185,0.8233886661434849
207,0.8174345210082185,0.8327854088373706
208,0.8174345210082185,0.8091703522772793
209,0.8174345210082185,0.8051801748331272
210,0.7144505017236757,0.7711390637368856
211,0.7144505017236757,0.7569260880632425
212,0.7144505017236757,0.7161504274064354
213,0.7144505017236757,0.7666509000225233
214,0.7144505017236757,0.743300285865552
215,0.8359309240168703,0.7484678062874486
216,0.18073131363480485,0.6291682573176866
217,0.729617240505009,0.6199379806164085
218,0.729617240505009,0.6302981839291214
219,0.729617240505009,0.650286071437603
220,0.729617240505009,0.6985289284037994
221,0.729617240505009,0.6387468599598481
222,0.729617240505009,0.6585806419190321
223,0.729617240505009,0.6133522857404894
224,0.729617240505009,0.5680855277492205
225,0.729617240505009,0.5997805743644916
226,0.729617240505009,0.6046511720276777
227,0.729617240505009,0.6237475420436751
228,0.729617240505009,0.646393927845081
229,0.729617240505009,0.6635869999757108
230,0.729617240505009,0.6765793195883909
231,0.729617240505009,0.6738599420985356
232,0.729617240505009,0.714856974570656
233,0.729617240505009,0.7008732120353612
234,0.729617240505009,0.6897945553475987
235,0.729617240505009,0.6743403099315456
236,0.729617240505009,0.6731766791932186
237,0.729617240505009,0.6646787241963443
238,0.729617240505009,0.8588777155511272
239,0.9641740233600306,0.860143259465973
240,0.9641740233600306,0.8595422807552126
241,0.9641740233600306,0.8485980345268349
242,0.835733569286387,0.826662048516565
243,0.835733569286387,0.8515831857224001
244,0.835733569286387,0.8260401100279473
245,0.835733569286387,0.8539133455710527
246,0.835733569286387,0.8599091672290117
247,0.835733569286387,0.8723182340959492
248,0.835733569286387,0.868660859208907
249,0.835733569286387,0.8653682068915134
250,0.8376943585084733,0.8187948456021424
251,0.9656275130952205,0.7920398292926238
252,0.6369525768173562,0.7543163073777518
253,0.6369525768173562,0.8093631960688193
254,0.6369525768173562,0.8050376616704686
255,0.6369525768173562,0.7883302487622359
256,0.9711101056540207,0.7717663813473354
257,0.9711101056540207,0.7732925264396096
258,0.9711101056540207,0.766328606192052
259,0.9711101056540207,0.757769551032214
260,0.9766899242833873,0.7247085183705055
261,0.9766899242833873,0.7642208444686835
262,0.9766899242833873,0.7648874473064168
263,0.9766899242833873,0.7528463804005127
264,0.9766899242833873,0.7269187480304595
265,0.9766899242833873,0.6729206632701368
266,0.9766899242833873,0.7098217635934786
267,0.9766899242833873,0.7005518873800373
268,0.9766899242833873,0.6962189684974961
269,0.9766899242833873,0.6981609119866403
270,0.9766899242833873,0.6946263205704283
271,0.9766899242833873,0.6845517028388503
272,0.9766899242833873,0.7125879254435087
273,0.9766899242833873,0.7137234878364414
274,0.9766899242833873,0.731287636530577
275,0.9766899242833873,0.6781670389003324
276,0.9766899242833873,0.6839158217777923
277,0.9766899242833873,0.7123382869513167
278,0.9766899242833873,0.6859521874569408
279,0.9766899242833873,0.638732350220644
280,0.9766899242833873,0.6351372311948563
281,0.9766899242833873,0.6371274841984189
282,0.9766899242833873,0.6638795043643498
283,0.7674573727853128,0.5484114955054532
284,0.7674573727853128,0.6176573694258343
285,0.7674573727853128,0.616808914703228
286,0.9970991189861252,0.643174736280324
287,0.607972346859574,0.5340813763240231
288,0.607972346859574,0.49254059649595233
289,0.607972346859574,0.431075752805081
290,0.8961091217782662,0.39672053752617187
291,0.9215938447227231,0.4966000482161907
292,0.9235988107416859,0.4638391006682361
293,0.9235988107416859,0.5179078011532291
294,0.9235988107416859,0.5175884477368662
295,0.9235988107416859,0.5285659163354263
296,0.9235988107416859,0.5133394180599545
297,0.9235988107416859,0.5051136686907095
298,0.9235988107416859,0.5052370247907815
299,0.9235988107416859,0.4656239069736622
300,0.9235988107416859,0.4978792271649744
301,0.9235988107416859,0.5579693912645685
302,0.9235988107416859,0.56168858878412
303,0.9235988107416859,0.5557459024389856
304,0.9235988107416859,0.559124663369735
305,0.9235988107416859,0.5863042063913112
306,0.9235988107416859,0.5091379628414399
307,0.9235988107416859,0.5417193151017708
308,0.9235988107416859,0.5022725407214687
309,0.8956877239065317,0.5795492120109499
310,0.8956877239065317,0.5532470024869346
311,0.8956877239065317,0.6149471602106186
312,0.8956877239065317,0.5991892784149155
313,0.8956877239065317,0.5759584187160555
314,0.6640985525153623,0.5531369204099016
315,0.926334327993647,0.5343214730811536
316,0.926334327993647,0.5393032252498484
317,0.932699610788752,0.5006876582176398
318,0.932699610788752,0.5439327925800836
319,0.932699610788752,0.5291966420204668
320,0.932699610788752,0.5828711815269657
321,0.932699610788752,0.603099936465366
322,0.932699610788752,0.5836225357591109
323,0.932699610788752,0.5390802546944242
324,0.932699610788752,0.5766491830338366
325,0.7933332158466948,0.5774470797469025
326,0.7277337570219288,0.6197155830044014
327,0.3886276907006639,0.5485630613243276
328,0.7430082246436516,0.5526689761343405
329,0.5298894093524367,0.5332787360073181
330,0.8572660655769349,0.70584783134317
331,0.8572660655769349,0.7468962058779866
332,0.8572660655769349,0.7547596605184901
333,0.8572660655769349,0.7500642101374787
334,0.8572660655769349,0.7607599292403736
335,0.9139262191318979,0.7583707353934145
336,0.8357883695486465,0.7868771840423919
337,0.8965159405510446,0.7786940649818309
338,0.7851688226596534,0.7876199410169694
339,0.858792241129545,0.7925788990804683
340,0.858792241129545,0.7764480754537387
341,0.858792241129545,0.7798460246643394
342,0.858792241129545,0.7541106284624969
343,0.8887327062922004,0.7833433767445137
344,0.39949446849862924,0.7800860093239166
345,0.39949446849862924,0.7260234081473576
346,0.8974189215250884,0.7145859175231624
347,0.6045650292547784,0.7076525310569304
348,0.6045650292547784,0.7000624886585998
349,0.6045650292547784,0.7104609022300692
350,0.6045650292547784,0.7117745276586072
351,0.6045650292547784,0.7128304518449202
352,0.6045650292547784,0.654458758023583
353,0.6045650292547784,0.6137944314606704
354,0.6045650292547784,0.5964891015303375
355,0.6045650292547784,0.6053500204855421
356,0.6045650292547784,0.6075513933148916
357,0.6045650292547784,0.6252165695282081
358,0.6045650292547784,0.6180222523070359
359,0.6045650292547784,0.5362977073150247
360,0.6045650292547784,0.5389389471490453
361,0.6045650292547784,0.5674168449170766
362,0.6045650292547784,0.5569716064911651
363,0.6045650292547784,0.5706296442752551
364,0.6045650292547784,0.573408215142164
