,NAGLAS/M1CXIAMA inst_corr,NAGLAS/M1CXIAMA hist_corr
175,0.977034359796017,1.0
176,0.977034359796017,1.0
177,0.977034359796017,1.0
178,0.977034359796017,0.9999999999999999
179,0.977034359796017,1.0
180,0.977034359796017,1.0
181,0.977034359796017,0.9999999999999999
182,0.977034359796017,1.0
183,0.977034359796017,1.0
184,0.977034359796017,0.9999999999999999
185,0.977034359796017,0.9999999999999999
186,0.8044135294399631,0.9999999999999999
187,0.8044135294399631,0.9999999999999999
188,0.8044135294399631,1.0
189,0.8044135294399631,1.0
190,0.8044135294399631,1.0
191,0.8044135294399631,1.0
192,0.8044135294399631,1.0
193,0.8044135294399631,1.0
194,0.8044135294399631,1.0
195,0.8044135294399631,0.9999999999999999
196,0.8044135294399631,0.9999999999999999
197,0.8044135294399631,0.9999999999999999
198,0.8044135294399631,1.0
199,0.8044135294399631,1.0
200,0.8044135294399631,1.0
201,0.8044135294399631,1.0
202,0.8044135294399631,1.0
203,0.8044135294399631,1.0
204,0.8044135294399631,1.0
205,0.8044135294399631,1.0
206,0.8044135294399631,1.0
207,0.8044135294399631,1.0
208,0.8044135294399631,1.0
209,0.8044135294399631,1.0
210,0.8044135294399631,1.0
211,0.9163355059216951,1.0
212,0.9163355059216951,1.0
213,0.9163355059216951,1.0
214,0.9163355059216951,1.0
215,0.9163355059216951,1.0
216,0.9163355059216951,1.0
217,0.9163355059216951,1.0
218,0.9163355059216951,0.9999999999999999
219,0.9163355059216951,0.9999999999999999
220,0.9163355059216951,1.0
221,0.9163355059216951,1.0
222,0.9163355059216951,1.0
223,0.9163355059216951,1.0
224,0.9163355059216951,1.0
225,0.9163355059216951,1.0
226,0.9163355059216951,1.0
227,0.9163355059216951,1.0
228,0.9163355059216951,1.0
229,0.9163355059216951,1.0
230,0.9163355059216951,1.0
231,0.9163355059216951,1.0
232,0.9163355059216951,1.0
233,0.9163355059216951,1.0
234,0.9163355059216951,0.9999999999999998
235,0.9163355059216951,1.0
236,0.9163355059216951,0.9999999999999998
237,0.9163355059216951,0.9999999999999998
238,0.9163355059216951,1.0
239,0.9163355059216951,1.0
240,0.9163355059216951,1.0
241,0.9163355059216951,1.0
242,0.9163355059216951,1.0
243,0.9163355059216951,1.0
244,0.9163355059216951,1.0
245,0.9163355059216951,1.0
246,0.9163355059216951,0.9999999999999999
247,0.9163355059216951,1.0
248,0.9163355059216951,1.0
249,0.8905597414394025,1.0
250,0.8905597414394025,1.0
251,0.8905597414394025,1.0
252,0.8905597414394025,1.0
253,0.8905597414394025,0.9999999999999999
254,0.8905597414394025,1.0
255,0.8905597414394025,1.0
256,0.8905597414394025,1.0
257,0.8905597414394025,1.0
258,0.8905597414394025,1.0
259,0.8905597414394025,1.0
260,0.8905597414394025,0.9999999999999999
261,0.8905597414394025,1.0
262,0.8905597414394025,1.0
263,0.8905597414394025,1.0
264,0.8905597414394025,1.0
265,0.8905597414394025,1.0
266,0.8905597414394025,1.0
267,0.8905597414394025,0.9999999999999999
268,0.8905597414394025,1.0
269,0.8905597414394025,1.0
270,0.8905597414394025,0.9999999999999999
271,0.8905597414394025,1.0
272,0.8905597414394025,0.9999999999999998
273,0.8905597414394025,1.0
274,0.8905597414394025,1.0
275,0.8905597414394025,1.0
276,0.8905597414394025,1.0
277,0.8905597414394025,1.0
278,0.8905597414394025,1.0
279,0.8905597414394025,0.9999999999999999
280,0.8905597414394025,1.0
281,0.8905597414394025,1.0
282,0.8905597414394025,1.0
283,0.8905597414394025,1.0
284,0.8905597414394025,1.0
285,0.8905597414394025,1.0
286,0.8905597414394025,1.0
287,0.8905597414394025,1.0
288,0.8905597414394025,1.0
289,0.9184877452487834,0.9999999999999999
290,0.9184877452487834,1.0
291,0.9184877452487834,0.9999999999999999
292,0.9184877452487834,1.0
293,0.9184877452487834,0.9999999999999999
294,0.9184877452487834,1.0
295,0.9184877452487834,1.0
296,0.9184877452487834,0.9999999999999998
297,0.9184877452487834,0.9999999999999998
298,0.9184877452487834,1.0
299,0.9184877452487834,1.0
300,0.9184877452487834,1.0
301,0.9184877452487834,1.0
302,0.9184877452487834,1.0
303,0.9184877452487834,1.0
304,0.9703249891332474,1.0
305,0.7254645930992167,0.9999999999999999
306,0.7254645930992167,0.9999999999999999
307,0.7254645930992167,1.0
308,0.7254645930992167,1.0
309,0.7254645930992167,0.9999999999999999
310,0.7254645930992167,1.0
311,0.7254645930992167,1.0
312,0.7254645930992167,1.0
313,0.7254645930992167,1.0
314,0.7254645930992167,1.0
315,0.7254645930992167,1.0
316,0.7254645930992167,1.0
317,0.7254645930992167,1.0
318,0.7254645930992167,1.0
319,0.7254645930992167,1.0
320,0.7254645930992167,1.0
321,0.7254645930992167,1.0
322,0.7254645930992167,1.0
323,0.7254645930992167,1.0
324,0.7254645930992167,1.0
325,0.7254645930992167,1.0
326,0.7254645930992167,1.0
327,0.923429461464426,1.0
328,0.8052638283358718,1.0
329,0.8179768675107371,1.0
330,0.7275391333464979,0.9999999999999998
331,0.9495012543400312,1.0
332,0.9495012543400312,1.0
333,0.9495012543400312,1.0
334,0.9724002943591687,1.0
335,0.9724002943591687,1.0
336,0.9724002943591687,0.9999999999999998
337,0.8022356749041947,0.9999999999999998
338,0.9869868580449133,1.0
339,0.7288106266166041,0.9999999999999998
340,0.7742224696276634,1.0
341,0.7742224696276634,0.9999999999999998
342,0.7742224696276634,1.0
343,0.7142082080148813,0.9999999999999999
344,0.7142082080148813,1.0
345,0.7142082080148813,0.9999999999999999
346,0.7142082080148813,0.9999999999999999
347,0.7142082080148813,1.0
348,0.7142082080148813,1.0
349,0.7142082080148813,1.0
350,0.7142082080148813,1.0
351,0.7142082080148813,1.0
352,0.7142082080148813,0.9999999999999998
353,0.8348381411431229,0.9999999999999998
354,0.7240688060922981,1.0
355,0.7240688060922981,0.9999999999999998
356,0.7240688060922981,1.0
357,0.8411852922775511,1.0
358,0.8411852922775511,0.9999999999999998
359,0.8411852922775511,1.0
360,0.8411852922775511,1.0
361,0.8411852922775511,1.0
362,0.8411852922775511,1.0
363,0.8411852922775511,1.0
364,0.8411852922775511,1.0
