,LBUSTRUU/SPX inst_corr,LBUSTRUU/SPX hist_corr
170,0.34243689899674734,0.291853119050708
171,0.27119830511581283,0.2856559158298376
172,0.8460158093885521,0.31623136882597186
173,0.8460158093885521,0.31607681795360126
174,0.5582923334403805,0.32164128715978774
175,0.5582923334403805,0.3255995417649241
176,0.5582923334403805,0.3231621669295451
177,0.6612350265212609,0.3411741067515201
178,0.6612350265212609,0.3440531967263345
179,0.7798974067505127,0.29932917897985256
180,0.44791321470119344,0.25548779898474566
181,0.44791321470119344,0.3796565551005518
182,0.44791321470119344,0.39718565488965146
183,0.9311589313108454,0.17312394452678498
184,0.9311589313108454,0.5332891219917086
185,0.9289354840692847,0.4914700086819408
186,0.5204980948337193,0.5042878440253217
187,0.4442615250374418,0.5484782920385628
188,0.23885609967267576,0.46556395133821155
189,0.19017298979851063,0.5167917909921683
190,0.37028103270815915,0.43471728070302146
191,0.7919835642806051,0.44212460300073575
192,0.9005951045510514,0.5247995483594913
193,0.23336524934489136,0.478520176763354
194,0.33272405415513984,0.41864102865932423
195,0.8078703343953758,0.4242536140242796
196,0.842541886671908,0.40036432842124386
197,0.7614178949571058,0.3395000293749979
198,0.46514406109858486,0.3641869054922543
199,0.18658415976893036,0.35071663832106953
200,-0.05491382650896983,0.25267984565747326
201,0.27468360754876847,0.2742962398160077
202,0.7894325100204551,0.36605384128159674
203,0.974619729712805,0.3153830090772814
204,0.46369464111134795,0.32203205148723213
205,0.41876336944861225,0.3206048177814052
206,0.5594111682057458,0.33756131023280805
207,0.5594111682057458,0.360881884456834
208,0.5594111682057458,0.37728374368458883
209,0.8916934053236067,0.32203267840407795
210,0.7151879917522252,0.3733851273525955
211,0.37893355677808915,0.33795490692503033
212,0.24214397283210498,0.37185634933666495
213,0.32889166454118934,0.29726770900787725
214,0.32889166454118934,0.2257016232601395
215,0.7062330982950487,0.30126951697634086
216,0.1669258968801539,0.29489011222530337
217,0.12207390116094076,0.23536314032117972
218,0.6105153464374916,0.2959971724664263
219,0.6700474203849953,0.31299618884826236
220,0.5305696806133277,0.26161610258738877
221,0.39829891319155103,0.23899728629972988
222,0.39770134632278337,0.43808976163637114
223,0.35042533429175493,0.4147319447552325
224,0.611225721733508,0.37963633651682777
225,0.611225721733508,0.41727496523206187
226,0.8150218831790303,0.3935360433530571
227,0.8150218831790303,0.4839460358844136
228,0.8150218831790303,0.45635352409432045
229,0.8150218831790303,0.42372569323963677
230,0.8281900530736475,0.4302151469552487
231,0.3983024225572736,0.41048359604227763
232,0.07711301057824463,0.30936792391313744
233,0.3196570451159911,0.30425020808444875
234,0.5316771802692775,0.27851745763600455
235,0.43608508254892403,0.2992923998983853
236,0.8020162516312471,0.4053672161307502
237,0.8020162516312471,0.4276935663904569
238,0.6234324723235704,0.41956377825954905
239,0.3206983679830969,0.4318825500271674
240,0.6879212391449896,0.4178274878304683
241,0.9329487927598249,0.39487243614379774
242,0.9329487927598249,0.47095798745932016
243,0.9329487927598249,0.45286551013031656
244,0.9166422718425861,0.445014841414958
245,0.9166422718425861,0.4983495202371858
246,0.9166422718425861,0.4326628409062114
247,0.9166422718425861,0.43417414162603
248,0.9166422718425861,0.43004611823983996
249,0.9166422718425861,0.34666005200179545
250,0.7623590408446435,0.36910540467089453
251,0.946377415367857,0.40474740677195337
252,0.6930580376293395,0.3747492532426533
253,0.4361634240037455,0.34100431738040243
254,0.5715290613641905,0.3872951958776985
255,0.6297973914986994,0.4212385910982412
256,0.4478195671562616,0.41960220108092905
257,0.3983087241339767,0.4541664942301135
258,0.29822000974275087,0.21980737004694847
259,0.358193515467208,0.19261358700641096
260,0.10920894046582741,0.16512445965910058
261,0.35849114624097705,0.11603632636601983
262,0.6567241145709535,0.17107586726002702
263,0.6093668582161466,0.25236049166309327
264,0.891459844327885,0.3059759707733752
265,0.891459844327885,0.31210697689662675
266,0.891459844327885,0.35085457031373174
267,0.9517638544340093,0.34718490289654985
268,0.9517638544340093,0.35414339691911484
269,0.9517638544340093,0.3508239870678134
270,0.9517638544340093,0.3479119467049013
271,0.9517638544340093,0.3430037926788039
272,0.9812498177378347,0.3334049229962075
273,0.9925356042503164,0.2826358806953923
274,0.9925356042503164,0.2810492792740321
275,0.9925356042503164,0.3115466812535882
276,0.5531674958423681,0.3127469302784628
277,0.4814286211468898,0.21663300811132288
278,0.45803696788323756,0.20617350191822087
279,0.06938636456446608,0.055004110460007125
280,0.5501560232505056,0.1706585078149166
281,0.53208572632205,0.20225205751993994
282,0.23757702182930765,0.1895625612010174
283,0.8885735701160021,0.3007954705921709
284,0.8885735701160021,0.2132109586079211
285,0.8885735701160021,0.11250050993137448
286,0.8885735701160021,-0.05850118700766916
287,0.6863960586651157,-0.004308982228463716
288,0.6314711288931792,0.25522681601187597
289,0.9151974326723568,0.3289259309519053
290,0.9151974326723568,0.37034366958964576
291,0.9093883450286591,0.4010680739386274
292,0.9093883450286591,0.48267558588962356
293,0.9093883450286591,0.48234403688376726
294,0.8634761293322347,0.49718230438742644
295,0.8191413690649755,0.5204920561902328
296,0.8191413690649755,0.4941989261079069
297,0.8191413690649755,0.4944866786499523
298,0.8191413690649755,0.5085649554233663
299,0.9169681029027178,0.5494916019746653
300,0.9169681029027178,0.6045191307274295
301,0.7645576748920925,0.6634898684008984
302,0.9843704464195201,0.688392320253505
303,0.9931593417676037,0.6882011698517512
304,0.5044591000028313,0.7378751413317627
305,0.21179068251314623,0.6846702738445662
306,0.5274036495503852,0.6309212890709551
307,0.5274036495503852,0.6222483282912075
308,0.5274036495503852,0.6236257271413473
309,0.7024289797040526,0.6111668547172618
310,0.5565754051148012,0.5024063729895732
311,0.8050065278857937,0.48510888820499887
312,0.8050065278857937,0.4612965968078229
313,0.33368536259417836,0.3321562846096542
314,0.6717811159980777,0.19461042579399482
315,0.726703256120112,0.20354889928742653
316,0.9109741691146225,0.29883288157867977
317,0.9109741691146225,0.2843057996306089
318,0.9109741691146225,0.2909631898478479
319,0.9109741691146225,0.28589674141914373
320,0.9109741691146225,0.27726785083692007
321,0.9109741691146225,0.2952797432223765
322,0.9109741691146225,0.2937830583952986
323,0.9109741691146225,0.37150669805295383
324,0.9109741691146225,0.27998223358663016
325,0.9109741691146225,0.2852858265368286
326,0.7999239174357252,0.5021078223455613
327,0.5387438602545833,0.5733757910657011
328,0.8822534792390304,0.6200088596327155
329,0.2238902315727933,0.6186251233307742
330,0.4637497126466052,0.43999835794000286
331,0.807510625015169,0.4294830799313167
332,0.8519844563286969,0.4672254591448454
333,0.2901084379006623,0.4203103014533868
334,0.6982819681782454,0.46047155839473186
335,0.6982819681782454,0.47757332258757024
336,0.778418869676686,0.5222596184656402
337,0.6580438061554195,0.5132407077608366
338,0.7030685515127919,0.48015317253660206
339,0.22126246525581045,0.4707532544295132
340,0.08171267554305127,0.42384337156033064
341,-0.07132132318211074,0.31920488796694063
342,0.38770508703558737,0.3382960221946015
343,0.30257106905958936,0.30823337937885725
344,-0.08285915088104914,0.23877453017366124
345,0.3400456341464932,0.2542915703322168
346,0.5074563485255122,0.3100710732088595
347,0.2849454036708795,0.28201647626611315
348,0.48901460083241083,0.3037744488181588
349,0.5040484409682088,0.31785439282741496
350,0.9457321983976574,0.39795831143754623
351,0.9457321983976574,0.4045513345561134
352,0.757637765097503,0.40214122396305507
353,0.37261704337211665,0.4553005206697943
354,0.30442007687470646,0.4094947990584071
355,0.17844614852364754,0.4490090718925767
356,-0.17711113883865934,0.3067917603296075
357,-0.05040021711043248,0.3074868478975375
358,0.387908699500835,0.2640473393586477
359,0.6857626993907402,0.34452818257340123
360,0.6857626993907402,0.3562859452496852
361,0.9816190977670599,0.3574469584816806
362,0.5901939260802929,0.4246057876738959
363,0.5009363421874459,0.4671283105587257
364,0.6440777308240551,0.52816190332889
