,MXBR/XNBI inst_corr,MXBR/XNBI hist_corr
163,0.7489538099345269,0.21061806679361522
164,0.8594921698703628,0.20427657817088846
165,0.8594921698703628,0.23151532153245855
166,0.6175183077585568,0.3441392270180922
167,0.6175183077585568,0.36210098141239105
168,0.6175183077585568,0.3385146043173805
169,0.4966799858894299,0.3521015790040687
170,0.17395091311611177,0.3407054575642334
171,0.1380811172420905,0.31161168989381144
172,0.2802153396459921,0.3321401325565706
173,0.2928614159364559,0.2877932831326245
174,-0.27738484620588794,0.1976558526912084
175,-0.23358304524676707,0.31413248130587534
176,0.19746915948494223,0.4434913963509507
177,0.9351385771250945,0.3265779961333795
178,0.8098464038917329,0.280305391415696
179,-0.05157194475266105,0.3285636449129905
180,-0.2297030705234955,0.26238062139884694
181,0.26058490630236314,0.11074895191227034
182,0.749825567652531,0.12248063512963347
183,0.6083453345354577,0.1198589570724643
184,0.4602233067741501,0.1083791222711902
185,0.47396159802847976,0.11990802814146595
186,0.44694694842111454,0.13392285374394475
187,-0.5514703508097615,0.0961630757597064
188,-0.5779957662556252,-0.07885871189909092
189,0.02399012458982553,-0.09895563079068127
190,0.593345932477079,-0.022355652989833552
191,0.8199749471611223,-0.06324519449418854
192,0.5973623557728122,-0.06949004341377431
193,0.29538051573944557,-0.033773659344584865
194,0.562964748916366,-0.058337759944747394
195,0.6777974647791926,0.14194626918863928
196,0.5459204031679924,0.17135721346551022
197,0.3942757997633709,0.20864865392769588
198,0.2032198867792922,0.22353557267940707
199,-0.09177182488235772,0.16893581955342568
200,0.0852336978347353,0.18545009922407849
201,0.38359475042800745,0.16503945098479644
202,0.8142767839023353,0.22654167442392664
203,0.7791837566477804,0.2859865040075452
204,0.6713146434498867,0.2849212315058026
205,0.6713146434498867,0.28481964620999706
206,0.526264976181072,0.30605875300848706
207,0.3833747059391374,0.29785718317466164
208,0.6010355553265964,0.2969144789146483
209,0.826247705770859,0.39090534124856513
210,0.8073536351213868,0.557675632695341
211,0.6953390569708167,0.5662811938004871
212,0.81376123462264,0.5640731249294819
213,-0.032338514021808165,0.5692015010857789
214,-0.16126737283821885,0.47754262207466985
215,0.32437939516000425,0.5334938328617814
216,0.7519009853774429,0.5297717090444226
217,0.2087214687509024,0.4922097236979963
218,0.481661253002578,0.46737783245433917
219,0.5483691236140997,0.49171408324487004
220,0.7062778818536309,0.455159436226999
221,0.7062778818536309,0.5794913175915282
222,0.7062778818536309,0.5789086431383822
223,0.9285858125148833,0.5943527415384341
224,-0.21454242304272997,0.5115025527049231
225,-0.27106161187292216,0.288783495578253
226,-0.0015057366106899911,0.28571030721675006
227,0.2045011785872264,0.28757898321796066
228,0.7458894357767313,0.27640906772366197
229,0.7160109897879807,0.3508511214588268
230,0.49993469429552767,0.35625293225351273
231,0.35778963567133176,0.3457762024613255
232,0.04957577405644987,0.325956795675756
233,0.014806350346175891,0.14804492443453168
234,0.6143196308363561,0.1667672039307372
235,0.10374217630405032,0.1319526094026593
236,0.10822689214736818,0.1977398338830712
237,0.5242118445514403,0.20109526457557045
238,0.7367192266351629,0.21378371784623057
239,0.321162127456453,0.21315872643429734
240,0.1475786793341953,0.20286279983063346
241,0.32093874313464404,0.1363986842453526
242,0.7200402966386509,0.17914054470706584
243,0.6718457910492961,0.18041160816235233
244,0.20082879550041963,0.18138431431689991
245,0.152915017853793,0.16338737839750767
246,0.32034740165241504,0.22054782817097668
247,0.17377104295982823,0.2865694675434152
248,-0.06709862926865684,0.20800456035806097
249,0.4243406914826937,0.2256071989557897
250,0.7353190137800169,0.2574313701737443
251,0.4985357250629734,0.29442359470815826
252,0.33962695142781535,0.21080562285623497
253,0.0037598811114527403,0.2227348288424196
254,-0.4819897091266891,0.1567992984302981
255,-0.17207640776925,0.17393319618445216
256,0.6180763243683686,0.20000091139405612
257,0.8771586963317826,0.2398609354735051
258,0.9673685307037589,0.2882443574244995
259,0.4608902334611659,0.2660297381060483
260,0.2067616895929188,0.238375941233338
261,0.5286908646288174,0.25450122771514166
262,0.6776205052486203,0.31455840209073155
263,0.6748542136551928,0.33784701420351654
264,0.8577798009683526,0.3092326981254575
265,0.762383246465601,0.341336713199138
266,0.7479980460189068,0.35036027483737736
267,0.751259661421352,0.408051010576299
268,0.36879702663528224,0.36120334364674034
269,0.05995964243501737,0.30742728190049223
270,-0.015058666542933155,0.38864223300682715
271,0.1312802983859934,0.3189575755889289
272,0.5369252975440387,0.21449197902556144
273,0.5756864882688968,0.2334232268800958
274,-0.02056335238767983,0.18880326490893906
275,-0.3404113468692484,0.11573920618085064
276,0.4399158357176192,0.2532212483405151
277,0.8614492318425299,0.3080528365220663
278,-0.07015562929468258,0.25596929363405896
279,-0.04696075656010968,0.14703122097258045
280,0.47101499369954325,0.138442785431702
281,0.6436937625050413,0.20135444466981725
282,0.7772848417055723,0.2449750658926901
283,0.5849727170838477,0.21883777411977864
284,0.6926838665823547,0.1882738022392381
285,0.5552112569153493,0.1801992807753376
286,0.5395998796427391,0.35748693970978085
287,0.6376821924107908,0.32263444219806475
288,0.6024645909083753,0.3022275809439195
289,0.655152447555759,0.4098254369592141
290,0.7153353214578739,0.40425665369887465
291,0.4560253217657258,0.42062639647468403
292,0.27060896935245055,0.4121781999523298
293,-0.024551182795102922,0.43327716167172664
294,0.05588676061830011,0.4308947351310943
295,0.8065640154174324,0.3662948436312551
296,0.751446955823961,0.4465658764105658
297,0.6759873495840929,0.5432730326132583
298,0.4332763030239381,0.5036704433741478
299,0.5491116688871899,0.4985925837572066
300,0.18042909838653612,0.5529929659128705
301,-0.21815134375963569,0.44975219856127224
302,-0.0026239343380200964,0.4737966662253266
303,0.2267096319993503,0.44403240416632844
304,0.17630961720352661,0.35722694289472845
305,0.16436211032064743,0.3010672147230155
306,-0.11726614546070671,0.315653808063345
307,-0.11275553942821666,0.3195291135587379
308,0.49297254191426904,0.16253987470627326
309,0.757767620704349,0.20706634456058332
310,0.9781803830225319,0.21408752360070346
311,0.6680379916039859,0.11125406796353907
312,0.34716192774463106,0.07049498914885982
313,0.45996330229383475,0.09285963435820922
314,0.47056343962151254,0.09445155697586277
315,0.48261599146449036,0.14513350510754683
316,0.6472046108765811,0.21481412501594863
317,0.7333859009795997,0.23729135778713462
318,-0.035865983768143934,0.20638282543091135
319,0.027521738125644638,0.16013814158522902
320,0.5266494269797922,0.22542348147032645
321,0.5455420365696725,0.25558811699461115
322,-0.3509614053154931,0.17431362456741176
323,-0.2880069203892601,0.12943663217679816
324,0.5061686705597445,0.20765636020456682
325,0.6968910147814402,0.22698041745702208
326,-0.1447928504422612,0.24274742097053476
327,-0.40719335666257883,-0.020069757959255745
328,-0.010702547641515323,-0.019256751845464583
329,0.5992108018836638,0.14966359595232326
330,0.3954713752532457,0.23003140340183723
331,0.8232653129133263,0.2174185713655238
332,0.717496236045334,0.23877124375812808
333,0.6263604910990779,0.2965653928878168
334,0.7754014545401796,0.29859220128501496
335,0.6179795383692872,0.3025122372028056
336,0.3608731361049756,0.3110606177602875
337,0.2199202595855696,0.3229696071631499
338,0.2868507701826372,0.3397132807171964
339,0.5564120323304542,0.32310258363943367
340,0.594991308958481,0.3693921542445166
341,-0.3965342403656563,0.34664819756416615
342,-0.46849481096165513,0.22526501127302684
343,0.014626200161222876,0.22536824136645223
344,0.19046050625636907,0.22509294391103546
345,0.41543524643311985,0.26735683429749285
346,0.9946919002816949,0.22144459374060016
347,0.6206009521682749,0.1826272978726838
348,0.24259406854400312,0.18615582136338812
349,-0.03226886335668578,0.3931570403530492
350,-0.06957093945220172,0.3742550909897187
351,0.0754721334000059,0.28831979873244024
352,0.057213156634246545,0.25479407358389117
353,-0.2985917681929343,0.2138254247124053
354,-0.36767177813616597,0.17844987709932242
355,0.17595045175290616,0.02127419602616997
356,0.31144729573520785,0.019937776632769324
357,0.2568096728336742,-0.003081092332069734
358,-0.23617196953518754,0.015532900192873515
359,-0.3640975028610403,-0.03241918261606851
360,-0.1004377073865983,-0.10048549779448857
361,-0.1631937252718986,-0.15885105508534494
362,-0.43157346817894177,-0.29418559971221897
363,-0.40981305432642484,-0.25453201467555675
364,0.2377927295927544,-0.21015958783542718
