,LG30TRUU/SPX inst_corr,LG30TRUU/SPX hist_corr
170,0.7087335417422178,0.8721742976306955
171,0.791704810861795,0.8783116604533467
172,0.791704810861795,0.882548019912335
173,0.791704810861795,0.885058868516359
174,0.7992372308463636,0.8876167853614871
175,0.7992372308463636,0.8923282368006028
176,0.7992372308463636,0.8971353077037296
177,0.7992372308463636,0.9224546963518717
178,0.7992372308463636,0.9227935763614
179,0.8787180365836333,0.9225469440870881
180,0.6379394397523082,0.8759544427619321
181,0.6379394397523082,0.9270483899833156
182,0.6379394397523082,0.940390218490453
183,0.6379394397523082,0.8955545616789173
184,0.6379394397523082,0.9108767126102909
185,0.6379394397523082,0.9059041181922091
186,0.804408574523919,0.9123838322592361
187,0.804408574523919,0.9170791102109738
188,0.804408574523919,0.910181651461415
189,0.3998773496985819,0.9350216517276985
190,0.5999776021868012,0.9533328256388167
191,0.5999776021868012,0.9607359924882289
192,0.5999776021868012,0.9433503994108963
193,0.5999776021868012,0.9074709115247921
194,0.6341174949858599,0.8766813938531455
195,0.5090768417764953,0.8680930736636117
196,0.5090768417764953,0.8823314377958806
197,0.5090768417764953,0.8847610836742116
198,0.8585907409805243,0.8892862752222599
199,0.6330408235971946,0.8866764964652284
200,0.6330408235971946,0.899393209346367
201,0.6330408235971946,0.9004025321275669
202,0.6330408235971946,0.911873069480329
203,0.6330408235971946,0.9023307000425964
204,0.6330408235971946,0.9049483322359166
205,0.6330408235971946,0.9076507985383804
206,0.6330408235971946,0.9091415818726163
207,0.6330408235971946,0.9120291822227408
208,0.6330408235971946,0.9118887638169483
209,0.6330408235971946,0.9086102768244455
210,0.6330408235971946,0.9096384095805472
211,0.6330408235971946,0.9084516066830063
212,0.6330408235971946,0.8914112331091715
213,0.6330408235971946,0.8782238720902571
214,0.6330408235971946,0.886541391507211
215,0.6330408235971946,0.9069940830574122
216,0.6330408235971946,0.9365479186117142
217,0.6330408235971946,0.9550346786582893
218,0.6330408235971946,0.9463813738983732
219,0.6330408235971946,0.9374489831767827
220,0.6330408235971946,0.9303703041190047
221,0.6330408235971946,0.927919751081003
222,0.6330408235971946,0.898705828666962
223,0.6330408235971946,0.8985169992873011
224,0.6330408235971946,0.8815487294236478
225,0.6330408235971946,0.8435087318926315
226,0.6330408235971946,0.8137696390903172
227,0.6330408235971946,0.8214280619739991
228,0.6330408235971946,0.8192834007762125
229,0.6330408235971946,0.8033873688095976
230,0.6330408235971946,0.7962409309636687
231,0.6330408235971946,0.7724831252426531
232,0.6330408235971946,0.7633221731448689
233,0.6330408235971946,0.7605535654185458
234,0.6330408235971946,0.7779901090479953
235,0.9940711854644533,0.7729900896765396
236,0.9940711854644533,0.7812495671493647
237,0.9940711854644533,0.8178935579350938
238,0.9940711854644533,0.8134796213842407
239,0.9940711854644533,0.8314971192710646
240,0.9940711854644533,0.8164957421863184
241,0.9940711854644533,0.8164365962896876
242,0.9940711854644533,0.8271375821287017
243,0.9940711854644533,0.8300977310500908
244,0.9940711854644533,0.8332565895322969
245,0.9940711854644533,0.8550664635377494
246,0.9940711854644533,0.8399404463584391
247,0.9940711854644533,0.8603769443545243
248,0.9940711854644533,0.8853165960047402
249,0.9940711854644533,0.8725272567113137
250,0.9940711854644533,0.8376242281919779
251,0.9940711854644533,0.8340924364608329
252,0.9940711854644533,0.8408933475080873
253,0.9940711854644533,0.8640439190771362
254,0.9940711854644533,0.8575364216362801
255,0.9940711854644533,0.8905152786362187
256,0.9940711854644533,0.8756652413253244
257,0.9940711854644533,0.8838386033137057
258,0.9940711854644533,0.8343946563471926
259,0.9940711854644533,0.7991304991897756
260,0.9940711854644533,0.7685032864596671
261,0.9940711854644533,0.6562717548385696
262,0.9940711854644533,0.6969814226916297
263,0.9940711854644533,0.7460289592066874
264,0.9940711854644533,0.7352386631732813
265,0.9940711854644533,0.7379255266919427
266,0.9940711854644533,0.7569952446548184
267,0.9940711854644533,0.7814748396842958
268,0.9940711854644533,0.7848369484529009
269,0.9940711854644533,0.7792870412759123
270,0.9940711854644533,0.7823385465731123
271,0.9940711854644533,0.7865277690453172
272,0.9940711854644533,0.813232907546666
273,0.9940711854644533,0.8180752625062708
274,0.9940711854644533,0.8187620506671437
275,0.9940711854644533,0.8160078497037301
276,0.9940711854644533,0.8286476608326302
277,0.9940711854644533,0.7704052697022273
278,0.9940711854644533,0.8009466404182902
279,0.9940711854644533,0.7789877618238195
280,0.9940711854644533,0.8300913829894598
281,0.9940711854644533,0.8344972501575736
282,0.9940711854644533,0.8319128863928883
283,0.9940711854644533,0.8816411989984293
284,0.9940711854644533,0.8651692318533453
285,0.9940711854644533,0.850853303697172
286,0.9940711854644533,0.8507260142770564
287,0.9940711854644533,0.8515247924256796
288,0.9940711854644533,0.8386830123647933
289,0.9940711854644533,0.8301945242885084
290,0.9940711854644533,0.8393145506157063
291,0.9940711854644533,0.8787141103797904
292,0.9940711854644533,0.8894254843915148
293,0.9940711854644533,0.8908929007748476
294,0.9940711854644533,0.890012920520696
295,0.9940711854644533,0.8857461043533231
296,0.9940711854644533,0.8891620795420511
297,0.9940711854644533,0.8911918214655409
298,0.9940711854644533,0.8767914432614502
299,0.9940711854644533,0.9004857871519462
300,0.9940711854644533,0.8874796737906332
301,0.9940711854644533,0.8933505929757667
302,0.9940711854644533,0.9059826966012307
303,0.9940711854644533,0.9048509734549455
304,0.9940711854644533,0.8941914090650134
305,0.9940711854644533,0.8955245822330378
306,0.9940711854644533,0.9049193086175744
307,0.9940711854644533,0.8838090151454238
308,0.9940711854644533,0.8745580185525117
309,0.9940711854644533,0.8680749712417711
310,0.9940711854644533,0.8023275498173895
311,0.9940711854644533,0.7951852737416679
312,0.9940711854644533,0.7834265483320666
313,0.9940711854644533,0.802100939734272
314,0.9940711854644533,0.7795569594033379
315,0.9940711854644533,0.771335992232613
316,0.9940711854644533,0.802863573332091
317,0.9940711854644533,0.7942478913971865
318,0.9940711854644533,0.7889197962317338
319,0.9940711854644533,0.7758972384714896
320,0.9940711854644533,0.7109977526613492
321,0.9940711854644533,0.7135475827236997
322,0.9940711854644533,0.7109173194324653
323,0.9940711854644533,0.7033239765652884
324,0.9940711854644533,0.6935197105647171
325,0.9940711854644533,0.6996757594471507
326,0.9940711854644533,0.7897684036859791
327,0.9940711854644533,0.7862274089345132
328,0.9940711854644533,0.7546074179277802
329,0.8259952221623671,0.7694431006188063
330,0.5698271232730691,0.8766828445975736
331,0.7936086124012723,0.8791573014928723
332,0.7936086124012723,0.8954010421588894
333,0.8788693648686043,0.8936501606266712
334,0.8722971182016355,0.9180018843425495
335,0.8722971182016355,0.9163390998619427
336,0.8722971182016355,0.9130000622751239
337,0.7621473641222556,0.9056123034990678
338,0.7621473641222556,0.8956897773596023
339,0.5900637286692693,0.8921621199738927
340,0.7740800850663352,0.9136645207948996
341,0.7740800850663352,0.8855443737394588
342,0.7740800850663352,0.889410521800927
343,0.7740800850663352,0.8728075693686003
344,0.7740800850663352,0.8825839594763949
345,0.8440083440695942,0.8851788182816497
346,0.8440083440695942,0.8899076588806568
347,0.8440083440695942,0.8897978686793468
348,0.8440083440695942,0.8933539436672042
349,0.7670219422442852,0.8951460383426003
350,0.8275514053290303,0.9061587325512681
351,0.8275514053290303,0.9038063562060947
352,0.8275514053290303,0.8998127294971584
353,0.8066923963060443,0.9005871815682237
354,0.998209406665529,0.8906281129622357
355,0.998209406665529,0.8894927747065113
356,0.998209406665529,0.877449475952325
357,0.998209406665529,0.8755591315675951
358,0.9024196094164426,0.8808026298909244
359,0.9595464477822688,0.8872958271682235
360,0.9595464477822688,0.8853955555824801
361,0.9595464477822688,0.8792621967591853
362,0.9595464477822688,0.8412370392898878
363,0.889132953297883,0.8783317747698814
364,0.8469871189811572,0.8886556789168711
