,CAC/TWSE inst_corr,CAC/TWSE hist_corr
178,0.6847232870816633,0.7851624629700329
179,0.5274307971812191,0.7655310414146649
180,0.8963824627470545,0.7458818880484044
181,0.8963824627470545,0.7309990225334606
182,0.6515025818058008,0.7227190846254385
183,0.6707091463295217,0.716970953850326
184,0.6707091463295217,0.7322112739652027
185,0.9818576189725117,0.737529690265487
186,0.5448975628088008,0.7270191610620473
187,0.48311168898890877,0.7103129273896945
188,0.7093170709998712,0.7149187546528821
189,0.7093170709998712,0.7190576862517646
190,0.7093170709998712,0.7028256749273385
191,0.6243408891746,0.6696759554239861
192,0.9026894783014131,0.6181401719940122
193,0.525950167728816,0.6298360606189525
194,0.33809699030101015,0.5799576351318559
195,0.33809699030101015,0.6227333560945109
196,0.33809699030101015,0.3780191457629133
197,0.9162894710343303,0.4564912713779647
198,0.6755859753838486,0.39253916125216326
199,0.9230518759622579,0.3625437473303294
200,0.8299222756942001,0.3665066986301055
201,0.8299222756942001,0.39731418858410494
202,0.8299222756942001,0.3281212821454797
203,0.9231765861067861,0.3365096502303312
204,0.9231765861067861,0.3507797988700276
205,0.9231765861067861,0.36274433578384296
206,0.2427523632016988,0.3236818583809613
207,-0.02260241522301466,0.2126855584217384
208,0.6453334312192469,0.24484138846596373
209,0.5618031338371013,0.3081671921266458
210,0.23270050631768724,0.2338411771479469
211,0.38221369794341475,0.21844526276112017
212,0.4792985813415185,0.21197919086626538
213,0.6734494022001619,0.256695299441999
214,0.6102849078147556,0.23708263549912303
215,0.7855418995655777,0.2595888448835548
216,0.7855418995655777,0.32896494738734755
217,0.7855418995655777,0.16185910326237485
218,0.7855418995655777,0.25595668365837854
219,0.7855418995655777,0.1835843392625454
220,0.7855418995655777,0.17327190495591294
221,0.7855418995655777,0.12510028284993416
222,0.7855418995655777,0.1161010748358317
223,0.7855418995655777,-0.039810504153080614
224,0.7855418995655777,-0.11456385530178058
225,0.7855418995655777,-0.10015884387859864
226,0.7855418995655777,-0.0934625453120337
227,0.7353231652106289,-0.08948034060294613
228,0.2677098182855325,-0.14381058882073638
229,0.5506008983114887,-0.04578971799727846
230,0.5506008983114887,-0.02123021891035157
231,0.5506008983114887,-0.01579992635834673
232,0.5506008983114887,0.14338525079287057
233,0.5506008983114887,0.16638113943503677
234,0.5506008983114887,0.18546686918556152
235,0.6783918679684955,0.12476827890155641
236,0.4100893034956339,0.2788942382067422
237,0.6927443606398862,0.25333550697270185
238,0.8491138220666784,0.15366642303720304
239,0.6842073997743952,0.23770567201489481
240,0.6842073997743952,0.1986023208936945
241,0.6842073997743952,0.20921854357719658
242,0.6842073997743952,0.18892629156364185
243,0.6842073997743952,0.1968035699411252
244,0.6842073997743952,0.1782282388778643
245,0.6842073997743952,0.15194133406417268
246,0.6842073997743952,0.16227296900766142
247,0.011928545377709873,0.16344676788465254
248,-0.43532717466323934,-0.05783125651812045
249,0.2807704143626454,-0.08638243721381024
250,0.9871732409516072,0.24209299718039148
251,0.9871732409516072,0.23998740356147324
252,0.20468093465648132,0.179873141594339
253,0.3124528751831903,0.12593477716756374
254,0.9396401515945968,0.1993370716727577
255,0.9396401515945968,0.1989886683892679
256,0.5726178754647513,0.17054828531955976
257,0.6979803167820989,0.20061501418014444
258,0.6979803167820989,0.2840238023628518
259,0.6979803167820989,0.30922503444593585
260,0.6744246934553136,0.2914535923665269
261,0.35121843073091324,0.2486444748511828
262,0.03005666709069383,0.17705898882881554
263,0.6144494289263638,0.18085770909094045
264,0.9436703867869459,0.21641936352095195
265,0.9568630374398658,0.24512174110924828
266,0.9568630374398658,0.2854959190445919
267,0.9568630374398658,0.3170168729329571
268,0.9568630374398658,0.33369969372291963
269,0.9568630374398658,0.3387910657907077
270,0.9568630374398658,0.4899677890767497
271,0.9568630374398658,0.5328709403163482
272,0.9568630374398658,0.4109442720083874
273,0.773889028840867,0.37810089439199657
274,0.9565974440867487,0.3967587108188642
275,0.9565974440867487,0.4793099472544394
276,0.9565974440867487,0.3857160246841913
277,0.9565974440867487,0.39256468783427634
278,0.9565974440867487,0.4530741461232594
279,0.9565974440867487,0.438070766286636
280,0.9565974440867487,0.3815547223605653
281,0.9565974440867487,0.30868233619081403
282,0.9565974440867487,0.46438893154894595
283,0.9565974440867487,0.46728508878913827
284,0.9565974440867487,0.6291298136563839
285,0.35275045607933836,0.5604427686308765
286,0.7173489742341675,0.4985117926624512
287,0.951581857585901,0.490277090636029
288,0.2956591782266405,0.43747465979529415
289,0.24173007266788685,0.3343754486524578
290,0.43477992935393955,0.2846433194576486
291,0.8860148502437498,0.37044252681958667
292,0.8860148502437498,0.3476602278534923
293,0.8860148502437498,0.3284571673649464
294,0.8860148502437498,0.3325848632115985
295,0.8860148502437498,0.39998297312851927
296,0.8860148502437498,0.4115306547541917
297,0.8860148502437498,0.3826047409624131
298,0.9772213737694829,0.3675754281747908
299,0.9772213737694829,0.3908080922673572
300,0.9772213737694829,0.36939227089506194
301,0.9772213737694829,0.37286362172050563
302,0.9772213737694829,0.3690629509594329
303,0.8294179528468274,0.3759005376529925
304,0.18350924658558623,0.3089373466991505
305,0.10055139961393414,0.21869002528381792
306,0.2923603995395228,0.2266560028364358
307,0.3944372311474678,0.2648819921821573
308,0.5455667310390584,0.25721880701225436
309,0.7680452379334776,0.2104547912262825
310,0.7680452379334776,0.20478944992695725
311,0.9190551375969052,0.22888437390651306
312,0.9190551375969052,0.24294431015891554
313,0.9190551375969052,0.1363633313826832
314,0.9190551375969052,0.17773492015639977
315,0.9957993577703635,0.15313245872505393
316,0.7403675078008258,0.19478240970994734
317,0.41566790836579215,0.11858969604498665
318,0.9883436932130131,0.19111316163280617
319,0.9883436932130131,0.19582818503950622
320,0.9883436932130131,0.20038586772258835
321,0.9883436932130131,0.16777802634836134
322,0.9883436932130131,0.1843149926475091
323,0.9883436932130131,0.17345417902878074
324,0.9883436932130131,0.23517373395514643
325,0.8584716402767755,0.20949056119974496
326,0.7933699912362937,0.3502213507132035
327,0.44110966759049475,0.5348900194212467
328,0.6748919326285204,0.5963543182430471
329,0.5669774878254855,0.5941327777487233
330,0.7634047899045339,0.8679719489925897
331,0.7634047899045339,0.8210717012221285
332,0.6378694475435127,0.8071613514683245
333,0.6302906521774592,0.818891462278839
334,0.6302906521774592,0.8133096657268613
335,0.5948640531056613,0.808821895575735
336,0.5948640531056613,0.8059675263778787
337,0.44632667527071374,0.7977442309306404
338,0.7661233604924333,0.8017916028378503
339,0.21422247572503833,0.8257555764080009
340,-0.47402402909537994,0.6419313625363334
341,0.060613324132977535,0.6267902118519487
342,0.060613324132977535,0.632132396001555
343,0.9540871892254826,0.622822717434512
344,0.8195343261586187,0.6968118828652666
345,0.8576791466548056,0.6924569572269941
346,0.8576791466548056,0.6953072678254009
347,0.8576791466548056,0.7024352838628589
348,0.8576791466548056,0.6989597816759434
349,0.8576791466548056,0.6998539485349602
350,0.8576791466548056,0.701549866653587
351,0.8703555976505077,0.7018481222731539
352,0.5063915788078943,0.38546706748242154
353,0.1475362422572058,0.4213853969219204
354,0.30864017919013265,0.42505917838225854
355,0.8009320397341493,0.37475195674440626
356,0.8009320397341493,0.37802232639694
357,0.7080847197201328,0.35725778689127374
358,0.7080847197201328,0.37858068744851164
359,0.7080847197201328,0.39119025405349833
360,0.7080847197201328,0.28818826206006937
361,0.7080847197201328,0.2805120145993246
362,0.7080847197201328,0.6731928670459069
363,0.9792200533644019,0.67271974643133
364,0.6735007304614367,0.6536080562949818
