,FNERTR/FNERTR inst_corr,FNERTR/FNERTR hist_corr
177,0.9918584830976851,1.0
178,0.9918584830976851,1.0
179,0.9918584830976851,0.9999999999999998
180,0.9918584830976851,1.0
181,0.9918584830976851,1.0
182,0.9918584830976851,1.0
183,0.9918584830976851,1.0
184,0.9918584830976851,0.9999999999999998
185,0.9918584830976851,0.9999999999999998
186,0.9918584830976851,1.0
187,0.9918584830976851,1.0
188,0.9036177240961044,1.0
189,0.9036177240961044,0.9999999999999998
190,0.9036177240961044,1.0
191,0.9036177240961044,0.9999999999999998
192,0.9036177240961044,1.0
193,0.9036177240961044,0.9999999999999998
194,0.9036177240961044,1.0
195,0.9036177240961044,0.9999999999999998
196,0.9036177240961044,1.0
197,0.9036177240961044,0.9999999999999998
198,0.9036177240961044,1.0
199,0.9036177240961044,1.0
200,0.9036177240961044,1.0
201,0.9036177240961044,1.0
202,0.9036177240961044,1.0
203,0.9036177240961044,1.0
204,0.9036177240961044,0.9999999999999998
205,0.9036177240961044,1.0
206,0.9036177240961044,1.0
207,0.9036177240961044,1.0
208,0.8904495108639842,1.0
209,0.8904495108639842,1.0
210,0.8904495108639842,1.0
211,0.8904495108639842,0.9999999999999998
212,0.8904495108639842,0.9999999999999998
213,0.8904495108639842,1.0
214,0.8904495108639842,1.0
215,0.8904495108639842,0.9999999999999998
216,0.8904495108639842,1.0
217,0.8904495108639842,0.9999999999999998
218,0.8904495108639842,1.0
219,0.8904495108639842,1.0
220,0.8904495108639842,1.0
221,0.8904495108639842,0.9999999999999998
222,0.8904495108639842,1.0
223,0.8904495108639842,1.0
224,0.9774248109725265,1.0
225,0.8562826848678525,1.0
226,0.8562826848678525,1.0
227,0.8562826848678525,0.9999999999999998
228,0.8562826848678525,1.0
229,0.8562826848678525,1.0
230,0.8562826848678525,1.0
231,0.8562826848678525,1.0
232,0.8562826848678525,1.0
233,0.9803326128155448,1.0
234,0.812338919912513,1.0
235,0.9975047632483854,1.0
236,0.9872502218948187,1.0
237,0.7134656029245594,1.0
238,0.7134656029245594,0.9999999999999999
239,0.8899666567540276,1.0
240,0.694368436665557,1.0
241,0.9283295163340217,1.0
242,0.9283295163340217,1.0
243,0.9283295163340217,1.0
244,0.9283295163340217,1.0
245,0.9283295163340217,1.0
246,0.6945209384597977,1.0
247,0.6973361596052534,1.0
248,0.6973361596052534,1.0
249,0.6973361596052534,0.9999999999999998
250,0.6973361596052534,0.9999999999999998
251,0.6973361596052534,0.9999999999999998
252,0.6973361596052534,1.0
253,0.6973361596052534,0.9999999999999998
254,0.6973361596052534,1.0
255,0.6973361596052534,1.0
256,0.6973361596052534,1.0
257,0.8930371980432119,1.0
258,0.8930371980432119,1.0
259,0.8930371980432119,1.0
260,0.8930371980432119,1.0
261,0.8930371980432119,1.0
262,0.8930371980432119,0.9999999999999999
263,0.8930371980432119,1.0
264,0.8930371980432119,1.0
265,0.8930371980432119,1.0
266,0.8930371980432119,1.0
267,0.8930371980432119,1.0
268,0.8930371980432119,0.9999999999999998
269,0.8930371980432119,1.0
270,0.8930371980432119,1.0
271,0.8930371980432119,1.0
272,0.8930371980432119,1.0
273,0.8930371980432119,1.0
274,0.8930371980432119,1.0
275,0.8930371980432119,1.0
276,0.8930371980432119,1.0
277,0.8930371980432119,0.9999999999999998
278,0.8930371980432119,0.9999999999999998
279,0.8930371980432119,1.0
280,0.8930371980432119,0.9999999999999998
281,0.8930371980432119,1.0
282,0.8930371980432119,1.0
283,0.8930371980432119,1.0
284,0.8930371980432119,1.0
285,0.8930371980432119,0.9999999999999999
286,0.8930371980432119,1.0
287,0.8930371980432119,1.0
288,0.8930371980432119,1.0
289,0.8930371980432119,0.9999999999999999
290,0.8930371980432119,0.9999999999999999
291,0.8930371980432119,0.9999999999999998
292,0.8930371980432119,0.9999999999999998
293,0.8930371980432119,1.0
294,0.8930371980432119,1.0
295,0.8930371980432119,1.0
296,0.8930371980432119,1.0
297,0.8930371980432119,1.0
298,0.9962897210820741,1.0
299,0.9962897210820741,0.9999999999999998
300,0.9962897210820741,0.9999999999999998
301,0.9962897210820741,1.0
302,0.9962897210820741,1.0
303,0.9962897210820741,1.0
304,0.9962897210820741,0.9999999999999999
305,0.9962897210820741,1.0
306,0.9962897210820741,1.0
307,0.9962897210820741,0.9999999999999998
308,0.9962897210820741,1.0
309,0.9962897210820741,1.0
310,0.9962897210820741,1.0
311,0.9962897210820741,0.9999999999999999
312,0.9962897210820741,0.9999999999999999
313,0.9962897210820741,1.0
314,0.9962897210820741,0.9999999999999998
315,0.9962897210820741,1.0
316,0.9962897210820741,1.0
317,0.9640149634794279,1.0
318,0.9640149634794279,1.0
319,0.9640149634794279,1.0
320,0.9640149634794279,0.9999999999999998
321,0.9640149634794279,1.0
322,0.9640149634794279,1.0
323,0.9640149634794279,0.9999999999999998
324,0.9640149634794279,1.0
325,0.8078593273234205,1.0
326,0.9157905352014031,1.0
327,0.9157905352014031,1.0
328,0.9157905352014031,0.9999999999999998
329,0.9157905352014031,1.0
330,0.9157905352014031,0.9999999999999998
331,0.9157905352014031,1.0
332,0.9157905352014031,1.0
333,0.9157905352014031,1.0
334,0.9157905352014031,1.0
335,0.9157905352014031,1.0
336,0.9157905352014031,0.9999999999999998
337,0.9157905352014031,0.9999999999999998
338,0.9157905352014031,1.0
339,0.9157905352014031,1.0
340,0.9157905352014031,0.9999999999999998
341,0.9157905352014031,1.0
342,0.9157905352014031,1.0
343,0.9157905352014031,1.0
344,0.9157905352014031,1.0
345,0.9157905352014031,1.0
346,0.9157905352014031,1.0
347,0.9157905352014031,1.0
348,0.9157905352014031,0.9999999999999999
349,0.9157905352014031,0.9999999999999999
350,0.9157905352014031,0.9999999999999999
351,0.9157905352014031,1.0
352,0.9157905352014031,0.9999999999999999
353,0.9157905352014031,1.0
354,0.9157905352014031,1.0
355,0.9157905352014031,0.9999999999999999
356,0.9157905352014031,1.0
357,0.9157905352014031,1.0
358,0.9157905352014031,1.0
359,0.9157905352014031,1.0
360,0.9157905352014031,0.9999999999999999
361,0.9157905352014031,1.0
362,0.9157905352014031,1.0
363,0.9157905352014031,1.0
364,0.5901632528778248,1.0
